,Unnamed: 0,instNum,instName,city,s\bagrut- list of schools.xlsx,es\main list - highschool.xlsx,all_files\school - bagrut.xlsx,list from students report.xlsx,nts/all_files\schools_utm.xlsx, list from school - money.xlsx
0,0,117002.0,אל-מוטראן,ירושלים,False,False,False,True,True,True
1,1,117010.0,"ביה""ס אל-פריר",ירושלים,False,False,False,True,True,True
2,2,118158.0,איבן אל-היית'ם,ירושלים,False,False,False,False,False,False
3,3,120014.0,נוף הרים,איתנים,False,False,False,False,True,False
4,4,120030.0,"אלי""ן",ירושלים,False,False,False,False,True,False
5,5,120055.0,בית חנוך עוורים מד,ירושלים,False,False,False,True,True,False
6,6,120071.0,"בן יהודה מ""מ",ירושלים,False,False,False,True,True,False
7,7,120105.0,"בי""ח הדסה - מ. ילדים",ירושלים,False,False,False,False,True,False
8,8,120113.0,בית ספר תיכון מקצועי,ירושלים,False,False,False,True,True,False
9,9,120121.0,מיוחד כיח לחרשים,ירושלים,False,False,False,True,True,False
10,10,120154.0,מיוחד ניצנים מד,ירושלים,False,False,False,True,True,False
11,11,120212.0,בית רחל שטראוס,ירושלים,False,False,False,True,True,False
12,12,120238.0,קרית יערים,קרית יערים(מוסד),False,True,True,True,True,True
13,13,120287.0,"אילנות מ""מ",ירושלים,False,False,False,True,True,False
14,14,120329.0,מחלקת ילדים,ירושלים,False,False,False,False,False,False
15,15,120428.0,המעין,ירושלים,False,False,False,True,True,False
16,16,120436.0,הטנה,ירושלים,False,False,False,True,True,False
17,17,120477.0,מגן אברהם,ירושלים,False,False,False,False,False,False
18,18,120485.0,אוצר ירושלים שיח סוד,ירושלים,False,False,False,True,True,False
19,19,120493.0,"דקלים ממ""ד",ירושלים,False,False,False,True,True,False
20,20,120527.0,אלונים,ירושלים,False,False,False,True,True,False
21,21,120543.0,פוירשטיין,ירושלים,False,False,False,True,True,False
22,22,124024.0,קרן אור,ירושלים,False,False,False,True,True,False
23,23,128017.0,אלנור מעון יום ים,ירושלים,False,False,False,True,True,False
24,24,128033.0,אל אמל,ירושלים,False,False,False,True,True,False
25,25,128041.0,בכריה אלוין,ירושלים,False,False,False,True,True,False
26,26,132019.0,עלה ירושלים,ירושלים,False,False,False,True,True,False
27,27,132241.0,הבן יקיר לי,ירושלים,False,False,False,True,True,False
28,28,140012.0,אולפנא תורנית חורב,ירושלים,False,False,True,True,True,True
29,29,140038.0,עירוני דתי רוטשילד,ירושלים,False,True,True,True,True,True
30,30,140046.0,עירוני ג',ירושלים,False,True,True,True,True,True
31,31,140053.0,אקדמיה למוסיקה,ירושלים,False,True,True,True,True,True
32,32,140061.0,תכון ליד האוניברסיטה,ירושלים,False,True,True,True,True,True
33,33,140079.0,הגמנסיה העברית,ירושלים,False,True,True,True,True,True
34,34,140087.0,רנה קסין דרכא,ירושלים,False,True,True,True,True,True
35,35,140095.0,חוות הנוער הציוני,ירושלים,False,True,True,True,True,True
36,36,140103.0,"תיכון ע""ש בויאר",ירושלים,False,False,True,True,True,True
37,37,140129.0,קרית נוער ירושלים,ירושלים,False,True,True,True,True,True
38,38,140137.0,ישיבת נתיב מאיר,ירושלים,False,True,True,True,True,True
39,39,140145.0,ישיבת חורב,ירושלים,False,False,True,True,True,True
40,40,140160.0,ישיבת ים לצעירים,ירושלים,False,True,True,True,True,True
41,41,140186.0,"תורני ע""ש פ. הימלפרב",ירושלים,False,True,True,True,True,True
42,42,140202.0,"אמי""ת שחר",בית שמש,False,True,True,True,True,True
43,43,140236.0,תורני נסויי בנות פלך,ירושלים,False,True,True,True,True,True
44,44,140251.0,ישיבת תיכון קול מבשר,מבשרת ציון,False,True,True,True,True,True
45,45,140269.0,מקיף דנמרק,ירושלים,False,True,True,True,True,True
46,46,140277.0,מדרשיית עמליה,ירושלים,False,True,True,True,True,True
47,47,140434.0,ישיבת תורת אמת,ירושלים,False,True,False,True,True,True
48,48,140442.0,ישיבת אור ברוך,ירושלים,False,True,False,True,True,True
49,49,140491.0,אולפנת צביה ירושלים,ירושלים,False,True,True,True,True,True
50,50,140525.0,אולפנא ירושלים,ירושלים,False,True,True,True,True,True
51,51,140541.0,ישיבת עטרת ישראל,ירושלים,False,True,False,True,True,True
52,52,140574.0,ישיבת בית מרדכי,ירושלים,False,True,False,True,True,True
53,53,140582.0,ישיבת אוהל מועד,ירושלים,False,True,False,True,True,True
54,54,140608.0,מכון הברכה,ירושלים,False,True,True,True,True,True
55,55,140632.0,מכון אהרון וישראל,ירושלים,False,True,False,True,True,True
56,56,140665.0,אולפנא לבנות,קרית ארבע,False,True,True,True,True,True
57,57,140673.0,ישיבת חסידי בעלז,ירושלים,False,True,False,True,True,True
58,58,140681.0,ישיבת יקירי ירושלים,ירושלים,False,True,False,True,True,True
59,59,140715.0,תיכון בית יעקב,ירושלים,False,True,True,True,True,True
60,60,140723.0,"מקיף ע""ש זיו",ירושלים,False,True,True,True,True,True
61,61,140731.0,מקיף גילה,ירושלים,False,True,True,True,True,True
62,62,140749.0,ישיבת תפארת ישראל,ירושלים,False,True,False,True,True,True
63,63,140764.0,ישיבת נוה שמואל,אפרתה,False,True,True,True,True,True
64,64,140772.0,חטיב פסגת זאב,ירושלים,False,False,False,False,False,False
65,65,140780.0,ישיבת כוכב מיעקב,ירושלים,False,True,False,True,True,True
66,66,140798.0,ישיבת אוהל שמעון,ירושלים,False,True,False,True,True,True
67,67,140806.0,תיכון לאומנויות,ירושלים,False,False,True,True,True,True
68,68,140814.0,ישיבת אור אלחנן,ירושלים,False,True,False,True,True,True
69,69,140822.0,בית מלכה,ירושלים,False,True,False,True,True,True
70,70,140848.0,קרית חינוך,בית שמש,False,True,True,True,True,True
71,71,140855.0,"חט""ב מבשרת",מבשרת ציון,False,False,False,False,False,False
72,72,140863.0,דקל - וילנאי,מעלה אדומים,False,True,True,True,True,True
73,73,140871.0,תיכון גבעת גונן,ירושלים,False,True,True,True,True,True
74,74,140889.0,"חט""ב בנים קרית ארבע",קרית ארבע,False,False,False,False,False,False
75,75,140913.0,נוה חנה,אלון שבות,False,True,True,True,True,True
76,76,140921.0,ישיבת בית אברהם,ירושלים,False,True,False,True,True,True
77,77,140939.0,"ישיבת בנ""ע מטה בנימין",בית אל,False,True,True,True,True,True
78,78,140947.0,ישיבת מעלות התורה,ירושלים,False,True,False,True,True,True
79,79,140954.0,ישיבת מערבא,מתתיהו,False,True,True,True,True,True
80,80,140962.0,עירוני מסורתי,ירושלים,False,True,True,True,True,True
81,81,140970.0,אולפנא עופרה,עופרה,False,True,True,True,True,True
82,82,140996.0,ישיבת נזר התורה,ירושלים,False,True,False,True,True,True
83,83,141002.0,"חט""ב יצחק רבין",גבעת זאב,False,False,False,False,False,False
84,84,141010.0,"אורט רמות ע""ש י'גדיש",ירושלים,False,True,True,True,False,True
85,85,141028.0,ישיבת מקור חיים,כפר עציון,False,True,True,True,True,True
86,86,141044.0,"תיכון ע""ש יעקובזון",ירושלים,False,True,False,True,True,True
87,87,141069.0,תפארת משה בצלאל,ירושלים,False,True,False,True,True,True
88,88,141093.0,ישיבת בית דוד,ירושלים,False,True,False,True,True,True
89,89,141101.0,ישיבת נתיבות יוסף,מצפה יריחו,False,True,True,True,True,True
90,90,141119.0,נוות ישראל,ירושלים,False,True,True,True,True,True
91,91,141135.0,ישיבת שפת אמת,ירושלים,False,True,False,True,True,True
92,92,141143.0,ישיבת שאול ומרי טויל,ירושלים,False,True,False,True,True,True
93,93,141168.0,תורני לבנות ב.שולמית,ירושלים,False,True,True,True,True,True
94,94,141176.0,אולפנת צביה מ. אדומים,מעלה אדומים,False,True,True,True,True,True
95,95,141192.0,ישיבת אוהל שמחה,ירושלים,False,True,False,True,True,True
96,96,141200.0,ישיבה לצעירים,ירושלים,False,True,False,True,True,True
97,97,141234.0,ישיבה תורה אור,ירושלים,False,True,False,True,True,True
98,98,141242.0,ישיבת מגדל תורה,ירושלים,False,True,False,True,True,True
99,99,141267.0,ישיבת קניני התורה,ירושלים,False,True,False,True,True,True
100,100,141291.0,ישיבת אהבת חיים,כוכב השחר,False,True,True,True,True,True
101,101,141309.0,עירוני פסגת זאב,ירושלים,False,True,True,True,True,True
102,102,141333.0,מ. חינוכי למצטיינות,ירושלים,False,True,False,True,True,True
103,103,141358.0,ישיבת מעלה חבר,פני חבר,False,True,False,True,True,True
104,104,141390.0,אולפנא ת. לאומנויות,ירושלים,False,True,True,True,True,True
105,105,141416.0,ישיבת יד יואב,ירושלים,False,True,False,True,True,True
106,106,141432.0,בית יעקב דרכי רחל,ירושלים,False,True,False,True,True,True
107,107,141457.0,ישיבת באר אברהם,ירושלים,False,True,False,True,True,True
108,108,141481.0,ישיבת באר התורה,ירושלים,False,True,False,True,True,True
109,109,141499.0,אור תורה סטון לבנים,ירושלים,False,True,True,True,True,True
110,110,141523.0,ישיבת באור שמואל,ירושלים,False,True,False,True,True,True
111,111,141549.0,אור תורה סטון לבנות,ירושלים,False,True,True,True,True,True
112,112,141572.0,ישיבת משכן ציון,ירושלים,False,True,False,True,True,True
113,113,141580.0,ישיבת דרך התורה,מודיעין עילית,False,True,False,True,True,True
114,114,141606.0,ישיבת משכן שלמה,ירושלים,False,True,False,True,True,True
115,115,141614.0,ישיבת אמרי נועם,ירושלים,False,True,False,True,True,True
116,116,141630.0,ישיבת זהר התורה,ירושלים,False,True,False,True,True,True
117,117,141689.0,בית יעקב,מודיעין עילית,False,True,False,True,True,True
118,118,141713.0,תוספות יום-טוב,ירושלים,False,True,False,True,True,True
119,119,141739.0,ישיבת בני צבי בית אל,בית אל,False,True,True,True,True,True
120,120,141754.0,ישיבה תיכ' תורה ומדע,ירושלים,False,True,True,True,True,True
121,121,141762.0,ירים משה,ירושלים,False,True,False,True,True,True
122,122,141796.0,ישיבת מעין התלמוד,ירושלים,False,True,False,True,True,True
123,123,141853.0,מעלות בית יעקב,ירושלים,False,True,False,True,True,True
124,124,141861.0,בי סמינר רמות שמסיאב,ירושלים,False,True,True,True,True,True
125,125,141895.0,בנות ויזניץ,ירושלים,False,True,False,True,True,True
126,126,141911.0,דמשק אליעזר ויזניץ,ירושלים,False,True,False,True,True,True
127,127,141929.0,בית חוה,ירושלים,False,True,False,True,True,True
128,128,141937.0,ישיבת תורת רפאל,ירושלים,False,True,False,True,True,True
129,129,141978.0,אנקורי,ירושלים,False,True,True,True,True,True
130,130,142018.0,ישיבת נתיבות יעקב,ירושלים,False,True,False,True,True,True
131,131,142034.0,תיכון בית יעקב,בית שמש,False,True,True,True,True,True
132,132,142075.0,דחסידי גור,ירושלים,False,True,False,True,True,True
133,133,142083.0,חוות דעת,ירושלים,False,True,False,True,True,True
134,134,142158.0,אדרת אליהו,ירושלים,False,True,False,True,True,True
135,135,142166.0,אולפנת לבונה,מעלה לבונה,False,True,True,True,True,True
136,136,142174.0,"ישיבת בנ""ע אורות יהודה",אפרתה,False,True,True,True,True,True
137,137,142190.0,בית יעקב עלי באר,ירושלים,False,True,False,True,True,True
138,138,142216.0,אמרי בינה,בית שמש,False,True,False,True,True,True
139,139,142232.0,ישיבת תומכי תמימים,ביתר עילית,False,True,False,True,True,True
140,140,142265.0,"סוסיא-ישיבת בני""ע",סוסיה,False,True,True,True,True,True
141,141,142281.0,"ישיבת בנ""ע כינור דוד",עטרת,False,True,True,True,True,True
142,142,142315.0,תפארת לוי,ירושלים,False,True,False,True,True,True
143,143,142323.0,התיכון התורני,ירושלים,False,True,True,True,True,True
144,144,142331.0,ישיבת זכרון אליעזר,ירושלים,False,True,False,True,True,True
145,145,142372.0,שובו ירושלים,ירושלים,False,True,True,True,True,True
146,146,144071.0,עטרת התורה,ירושלים,False,True,False,True,True,True
147,147,144097.0,המרכז הישראלי למצוינות בחינוך,ירושלים,False,True,True,True,True,True
148,148,144147.0,ישיבת זרע יצחק,ירושלים,False,True,False,True,True,True
149,149,144162.0,ישיבת תפארת התלמוד,ירושלים,False,True,False,True,True,True
150,150,144170.0,ישיבת בני יוסף,ירושלים,False,True,False,True,True,True
151,151,144188.0,ישיבת נחלת משה,ירושלים,False,True,False,True,True,True
152,152,144196.0,מכון לציון ברינה,ביתר עילית,False,True,True,True,True,True
153,153,144212.0,ישיבה תיכונית,קרית ארבע,False,True,True,True,True,True
154,154,144220.0,תורני נסויי הרטמן,ירושלים,False,True,True,True,True,True
155,155,144238.0,מכללת אבראהימיה,ירושלים,False,True,False,True,True,True
156,156,144246.0,ישיבת מעלות חיים,ירושלים,False,True,False,True,True,True
157,157,144261.0,ישיבת חיי משה,ירושלים,False,True,False,True,True,True
158,158,144329.0,תיכון מכבים רעות,מודיעין-מכבים-רעות,False,True,True,True,True,True
159,159,144337.0,אולפנת רעיה,בית אל,False,True,True,True,True,True
160,160,144360.0,ישיבת מאור אליהו,קרית יערים,False,True,False,True,True,True
161,161,144410.0,ישיבת ישמח משה,ירושלים,False,True,False,True,True,True
162,162,144428.0,ישיבת צביה מ.אדומים,מעלה אדומים,False,True,True,True,True,True
163,163,144501.0,תיכון הראל,מבשרת ציון,False,True,True,True,True,True
164,164,144568.0,נעורים,ירושלים,False,False,False,True,True,False
165,165,144592.0,קדמה ירושלים,ירושלים,False,True,True,True,True,True
166,166,144600.0,ישיבה שעלי תורה,בית שמש,False,True,True,True,True,True
167,167,144675.0,"ע""ש יצחק רבין עי""ס",מודיעין-מכבים-רעות,False,True,True,True,True,True
168,168,144683.0,עירוני א',מודיעין-מכבים-רעות,False,True,True,True,True,True
169,169,144691.0,ישיבת נעם,ירושלים,False,True,True,True,True,True
170,170,144717.0,"אולפנת בנ""ע אורות מודיעין",מודיעין-מכבים-רעות,False,True,True,True,True,True
171,171,144741.0,"ע""ש רא""ל מרדכי גור",מודיעין-מכבים-רעות,False,True,True,True,True,True
172,172,144758.0,"ישיבת בנ""ע פסגת זאב",ירושלים,False,True,True,True,True,True
173,173,144766.0,"ישיבת בנ""ע נר תמיד חשמונאים",חשמונאים,False,True,True,True,True,True
174,174,146878.0,בית הצייר,ירושלים,False,False,False,True,True,False
175,175,148056.0,תיכון בית צפאפא,ירושלים,False,True,True,True,True,True
176,176,148064.0,אלקודס מכין לבנים,ירושלים,False,False,False,False,False,False
177,177,148072.0,חליל אלסכאכיני לבנות,ירושלים,False,False,False,False,False,False
178,178,148080.0,מקיף אבו גוש,אבו גוש,False,True,True,True,True,True
179,179,148130.0,ישיבת נר שמואל,ירושלים,False,True,False,True,True,True
180,180,148148.0,מאמוניה,ירושלים,False,True,False,True,True,True
181,181,148155.0,תיכון שועפט,ירושלים,False,True,False,True,True,True
182,182,148163.0,ראשדיה,ירושלים,False,True,False,True,True,True
183,183,148189.0,טרה סנטה גבשה בנים,ירושלים,False,False,False,True,True,True
184,184,148197.0,מקיף בית חנינה,ירושלים,False,True,False,True,True,True
185,185,148239.0,מכין לבנות אלתורי,ירושלים,False,False,False,False,False,False
186,186,148247.0,מקיף שש שנתי אלטור לבנים,ירושלים,False,True,False,True,True,True
187,187,160127.0,משכן התורה,ירושלים,False,True,False,True,True,True
188,188,160242.0,מקיף קשת,ירושלים,False,True,True,True,True,True
189,189,160259.0,"אולפנת בנ""ע פסגת זאב",ירושלים,False,True,True,True,True,True
190,190,160325.0,בינה ודעת,ירושלים,False,True,True,True,True,True
191,191,160358.0,שערי תורה,ירושלים,False,True,False,True,True,True
192,192,160366.0,ישיבת באר יהודה,ירושלים,False,True,False,True,True,True
193,193,160374.0,אולפנת דולב,דולב,False,False,False,True,True,False
194,194,160416.0,רעות קהילה דתית,ירושלים,False,True,True,True,True,True
195,195,160432.0,ברנקו וייס מקיף בית שמש,בית שמש,False,True,True,True,True,True
196,196,160457.0,תיכון תורני עש אמתי,ירושלים,False,True,True,True,True,True
197,197,160523.0,ישיבת מיר לצעירים,ירושלים,False,True,False,True,True,True
198,198,160549.0,"אמי""ת איתן",מעלה אדומים,False,True,True,True,True,True
199,199,160556.0,מרכז ישיבות וכוללים,ירושלים,False,True,False,True,True,True
200,200,160580.0,אולפנת אורות עציון,ראש צורים,False,True,True,True,True,True
201,201,160598.0,ארץ הצבי,ירושלים,False,True,True,True,True,True
202,202,160648.0,בית יעקב מרגלית,ירושלים,False,True,True,True,True,True
203,203,160739.0,מנזר רוזרי,ירושלים,False,False,False,True,True,True
204,204,160754.0,בית מצודות שיח סוד,ירושלים,False,False,False,True,True,False
205,205,162016.0,מעוז ירושלים שיח סוד,ירושלים,False,False,False,True,True,False
206,206,162057.0,אוהל ברכה,ירושלים,False,True,True,True,True,True
207,207,162628.0,אפיקים סולם,ירושלים,False,False,False,False,False,False
208,208,165118.0,תפארת בנים,ירושלים,False,False,False,True,False,False
209,209,165472.0,ישיבת דעת תורה,ירושלים,False,True,False,True,True,True
210,210,165738.0,אור אליעזר,בית שמש,False,True,False,True,True,True
211,211,165845.0,תקוה לילד,ירושלים,False,False,False,True,True,False
212,212,165852.0,"ישיבת בנ""ע לפיד מודיעין",מודיעין-מכבים-רעות,False,True,True,True,True,True
213,213,166488.0,מבוא התלמוד,ירושלים,False,True,False,True,True,True
214,214,166538.0,אורה ושמחה,ירושלים,False,True,False,True,True,True
215,215,166769.0,בית יעקב כה תאמר,בית שמש,False,True,True,True,True,True
216,216,167262.0,ישיבת פאר השלום,ירושלים,False,True,False,True,True,True
217,217,168054.0,סדנת שילוב-גבעות,בת עין,False,False,False,True,True,False
218,218,168393.0,ישיבת פאר התלמוד,ירושלים,False,True,False,True,True,True
219,219,168419.0,אולפנת צביה יצירתית,ירושלים,False,True,True,True,True,True
220,220,170035.0,מקצועי בית יעקב,ירושלים,False,True,True,True,True,True
221,221,170043.0,תיכון דרור,ירושלים,False,True,True,True,True,True
222,222,170092.0,מקיף סליגסברג,ירושלים,False,True,True,True,True,True
223,223,170175.0,עמל ליידי דיוייס ירושלים,ירושלים,False,True,True,True,True,True
224,224,170282.0,בית עולות,ירושלים,False,True,True,True,True,True
225,225,170399.0,חטיב אורט מינקןף,ירושלים,False,False,False,False,False,False
226,226,170407.0,"מרכז נוער טכ' אמי""ת",ירושלים,False,True,True,True,True,True
227,227,170456.0,"אמי""ת טכנולוגי דתי",ירושלים,False,True,True,True,True,True
228,228,170514.0,"אורט דתי ע""ש ספניאן",ירושלים,False,True,True,True,True,True
229,229,170803.0,אורט תעופה וחלל,מעלה אדומים,False,True,True,True,True,True
230,230,171017.0,המכללה לטכנולוגיה,ירושלים,False,True,False,False,True,True
231,231,174391.0,חינוך ברמה לבנות,ירושלים,False,True,True,True,True,True
232,232,175448.0,שלב חנמ למדעי הסביבה,בית שמש,False,False,False,True,True,False
233,233,176487.0,עמל בנות ציון ירושלים,ירושלים,False,True,True,True,True,True
234,234,176909.0,סמינר לבנות ירים משה,ירושלים,False,True,False,True,True,True
235,235,177287.0,ישכיל פיהו,ירושלים,False,False,False,True,True,False
236,236,178053.0,עבדאללה בן חוסין,ירושלים,False,True,False,True,True,True
237,237,178061.0,אל מוקבר תיכון לבנות,ירושלים,False,True,False,True,True,True
238,238,178079.0,על יסודי רב נתיבי,ירושלים,False,True,True,True,True,True
239,239,178137.0,אמירה בסמא,ירושלים,False,False,False,True,True,True
240,240,178178.0,סאחורה מכין בנות,ירושלים,False,False,False,False,False,False
241,241,178194.0,יסודי אלחית כפר עקב,ירושלים,False,False,False,True,True,True
242,242,180018.0,אזורי מקיף עין כרם,"עין כרם-בי""ס חקלאי",False,True,True,True,True,True
243,243,180034.0,"ישיבת אמי""ת נחשון",נחם,False,True,True,True,True,True
244,244,182931.0,ישמח משה,ירושלים,False,True,False,True,True,True
245,245,183269.0,ישיבת חסידי גור,בית שמש,False,True,False,True,True,True
246,246,184002.0,מורשת דליה חיי שרה,בית שמש,False,True,False,True,True,True
247,247,184085.0,נתיבות חכמה,ביתר עילית,False,True,False,True,True,True
248,248,185140.0,אלפורסאן אלחיה,ירושלים,False,True,False,True,True,True
249,249,185157.0,"עי""ס אלחיה צור באהר",ירושלים,False,True,False,True,True,True
250,250,185165.0,"ע""ס אלחיה בית חנינה",ירושלים,False,True,False,True,False,True
251,251,186908.0,אולפנא בני עקיבא נריה,טלמון,False,True,True,True,True,True
252,252,187575.0,ביס שמידט קולג' בנות,ירושלים,False,False,False,True,True,True
253,253,189001.0,אולפנת נחלה דרכא,אלעד,False,True,True,True,True,True
254,254,189076.0,סמינר בית יעקב,ירושלים,False,True,True,True,True,True
255,255,189084.0,סמינר בית יעקב,ירושלים,False,True,True,True,True,True
256,256,189092.0,תיכון עלי שור,מודיעין עילית,False,True,True,True,True,True
257,257,189894.0,נעם מנחם,ביתר עילית,False,True,False,True,True,True
258,258,190066.0,מכון בית יעקב למורות,ירושלים,False,True,False,True,True,True
259,259,190108.0,אור אלחנן,מודיעין עילית,False,True,False,True,True,True
260,260,191031.0,יפתח,אבנת,False,True,True,True,True,True
261,261,192997.0,"חט""ב עיסוויה בנים",ירושלים,False,False,False,False,False,False
262,262,193003.0,"חט""ב עיסוואיה בנות",ירושלים,False,True,False,True,True,True
263,263,193185.0,אולפנת שעלי תורה,בית שמש,False,True,True,True,True,True
264,264,195404.0,אל סלאם,ירושלים,False,False,False,True,True,False
265,265,195412.0,אל זהרה,ירושלים,False,False,False,True,True,False
266,266,195958.0,"מש""י מרכז שקום ילדים",ירושלים,False,False,False,True,True,False
267,267,197715.0,ישיבת פורת יוסף גאול,ירושלים,False,True,False,True,True,True
268,268,197723.0,"אח""י חנ""מ מחוזי",מבשרת ציון,False,False,False,True,False,False
269,269,197798.0,סמינר בית יעקב ב.שמש,בית שמש,False,True,False,True,True,True
270,270,198085.0,"חט""ב ראס אל-עמוד",ירושלים,False,False,False,False,False,False
271,271,198192.0,תיכון צור באהר,ירושלים,False,True,False,True,True,True
272,272,199109.0,"סמינר ב""י אפיקי דעה",ירושלים,False,True,False,True,True,True
273,273,199919.0,עמל עטרות מ.ירושלים,ירושלים,False,True,True,True,True,True
274,274,213033.0,אלקבץ,צפת,False,True,False,True,True,True
275,275,214007.0,אולפנת צביה עפולה,עפולה,False,True,True,True,True,True
276,276,214098.0,ישיבת אביר יעקב,נהריה,False,False,True,True,True,True
277,277,214601.0,הדמוקרטי כנף,אלי-עד,False,True,False,True,True,True
278,278,220020.0,אילנות נהריה,נהריה,False,False,False,True,True,False
279,279,220038.0,איל יסודי עכו,עכו,False,False,False,True,True,False
280,280,220046.0,רננים קרית שמונה,קרית שמונה,False,False,False,True,True,False
281,281,220103.0,מיוחד גולני בית שאן,בית שאן,False,False,False,True,True,False
282,282,220129.0,כרמים בעמק,עפולה,False,False,False,True,True,False
283,283,220202.0,בית אורי,עפולה,False,False,False,True,True,False
284,284,220376.0,דקלים,טבריה,False,False,False,True,True,False
285,285,220384.0,סי פי עפולה,עפולה,False,False,False,True,True,False
286,286,220426.0,"בי""ס שחר",כרמיאל,False,False,False,True,True,False
287,287,220434.0,גלעד,חמדיה,False,False,False,True,True,False
288,288,220442.0,ניצנים,עכו,False,False,False,True,True,False
289,289,220459.0,"בי""ס מיוחד זיו",צפת,False,False,False,True,True,False
290,290,220491.0,"חורשה ע""ש יהודה שביט",נעמן (מילואות),False,False,False,True,True,False
291,291,220509.0,"בי""ס העמק",עפולה,False,False,False,False,False,False
292,292,220525.0,כישורית,כישור,False,False,False,True,True,False
293,293,220533.0,מיתר,בוסתן הגליל,False,False,False,False,True,False
294,294,221937.0,אפיק נהריה,נהריה,False,False,False,False,True,False
295,295,221945.0,אור אברהם טשכנוב,ירושלים,False,True,False,True,True,True
296,296,223362.0,הדביר החדש,ירושלים,False,False,False,True,True,False
297,297,225128.0,שיקומי שחפים,עמיר,False,False,False,True,True,False
298,298,225300.0,מכון אורות כרמיאל,כרמיאל,False,False,False,True,False,False
299,299,226670.0,ברנקו וייס אתגרי בית שמש,בית שמש,False,True,True,True,True,True
300,300,226688.0,בית יעקב בית בינה,ירושלים,False,True,False,True,True,True
301,301,226803.0,סמינר בית יעקב,בית שמש,False,True,False,True,True,True
302,302,227694.0,אורט שלומי,שלומי,False,True,True,True,True,True
303,303,228015.0,נצרת חרשים עוורים,נצרת,False,False,False,True,True,False
304,304,228064.0,סווא,נצרת,False,False,False,True,True,False
305,305,228122.0,משפחה קדושה-נצרת,נצרת,False,False,False,True,True,False
306,306,228130.0,אלנור מעון יום טמרה,טמרה,False,False,False,True,True,False
307,307,228163.0,מעון יום אלאמל אעבלי,אעבלין,False,False,False,True,True,False
308,308,228205.0,אלנור סכנין מעון יום,סח'נין,False,False,False,True,True,False
309,309,228247.0,"ביה""ס עמלני נצרת",נצרת,False,False,False,True,True,False
310,310,228254.0,אלנור שפרעם,שפרעם,False,False,False,True,True,False
311,311,228262.0,אחוה כפר מנדא,כפר מנדא,False,False,False,True,True,False
312,312,228288.0,אלנור עראבה,עראבה,False,False,False,True,True,False
313,313,228296.0,אלרחמה-ג'דידה,ג'דיידה-מכר,False,False,False,True,True,False
314,314,228312.0,רימונים כפר כנא,כפר כנא,False,False,False,True,True,False
315,315,228338.0,מעון עדנאן-ירכא,ירכא,False,False,False,False,True,False
316,316,228346.0,מעון דרור -ירכא,ירכא,False,False,False,True,True,False
317,317,228353.0,מעון יום בועינה נג'א,בועיינה-נוג'ידאת,False,False,False,True,True,False
318,318,228361.0,אלבסמה,כסרא-סמיע,False,False,False,True,True,False
319,319,228379.0,סווא בית ספר לחינוך מיוחד,אבו סנאן,False,False,False,True,True,False
320,320,228445.0,"בי""ס לחינוך מיוחד",מגאר,False,False,False,True,True,False
321,321,228494.0,רנד,אכסאל,False,False,False,True,True,False
322,322,228569.0,אל נור,אעבלין,False,False,False,True,True,False
323,323,228577.0,אלנהדה,טמרה,False,False,False,True,True,False
324,324,228650.0,רהאם,מג'ד אל-כרום,False,False,False,True,True,False
325,325,230284.0,מפתן צפת,צפת,False,True,False,True,True,True
326,326,230821.0,מרכז נוער טבריה,טבריה,False,True,True,True,True,True
327,327,234021.0,אולפנת צביה כוכב יעקב,כוכב יעקב,False,True,True,True,True,True
328,328,234047.0,ישיבת אמרי חיים ויזנ,מודיעין עילית,False,True,False,True,True,True
329,329,234054.0,חדוות התלמוד,מודיעין עילית,False,True,False,True,True,True
330,330,237354.0,תיכון יחד,מודיעין-מכבים-רעות,False,True,True,True,True,True
331,331,238014.0,מפתן נצרת,נצרת,False,True,False,True,True,True
332,332,238022.0,מפתן שפרעם,שפרעם,False,True,False,True,True,True
333,333,238048.0,מפתן תמרה,טמרה,False,True,False,True,True,True
334,334,238055.0,מפתן מג'אר,מגאר,False,True,False,True,True,True
335,335,238121.0,אולפנת נוגה,בית שמש,False,True,True,True,True,True
336,336,238485.0,"עי""ס אלאימאן בנות",ירושלים,False,True,False,True,True,True
337,337,238519.0,"עי""ס אלאימאן בנים",ירושלים,False,True,False,True,True,True
338,338,238527.0,ישיבת מאורות,בית שמש,False,True,True,True,True,True
339,339,239616.0,מורשת בית יעקב,ירושלים,False,True,False,True,True,True
340,340,239863.0,מגן הלב (2) בית שמש,בית שמש,False,False,False,True,True,False
341,341,239871.0,סמהר לבנות,ירושלים,False,False,False,True,True,True
342,342,239897.0,"ג'רוזלם סקול עי""ס",ירושלים,False,True,False,True,True,True
343,343,240010.0,דרכא דנציגר,קרית שמונה,False,True,True,True,True,True
344,344,240036.0,"מקיף דתי אמי""ת קנדי",עכו,False,True,True,True,True,True
345,345,240051.0,מקיף דתי יהודה,עפולה,False,True,True,True,True,True
346,346,240077.0,אורט שרת נצרת עילית,נצרת עילית,False,True,True,True,True,True
347,347,240085.0,עמל אולפנת הראל נהריה,נהריה,False,True,True,True,True,True
348,348,240093.0,אולפנית לבנות,טבריה,False,True,True,True,True,True
349,349,240127.0,אורט אמירים,בית שאן,False,True,True,True,True,True
350,350,240176.0,ישיבת בני עקיבא תקות יעקב,שדה יעקב,False,True,True,True,True,True
