school,city,per student
729046,ירושלים,11629.15216
541763,בת ים,11574.33019
440669,בית שמש,11547.06397
460584,ירושלים,11375.78649
740688,ביתר עילית,11222.0073
176156,ירושלים,11195.65943
366856,בית שמש,11128.00945
541078,בני ברק,11052.08585
560300,ביתר עילית,11020.02102
741157,תל אביב-יפו,10944.87056
248799,סח'נין,10724.37907
362582,בית שמש,10637.20001
178137,ירושלים,10606.47111
479055,תל אביב-יפו,10553.03131
710418,ירושלים,10433.96339
460592,ירושלים,10431.83115
729871,ירושלים,10420.80563
740753,באר יעקב,10411.73238
284083,ירושלים,10334.31448
742544,אלעד,10318.70925
160515,ירושלים,10167.95806
144238,ירושלים,10026.70548
715359,ירושלים,9818.976186
346031,חיפה,9655.079182
370825,חדרה,9447.744684
740365,סח'נין,9342.631212
267971,ירושלים,9340.57901
742312,ירושלים,9323.796715
239897,ירושלים,9179.055355
347757,ירושלים,9141.171081
731174,מודיעין עילית,9044.934525
742189,רחובות,9040.721429
343970,ירושלים,9006.495846
368084,ירושלים,8998.778671
714204,ירושלים,8893.089796
722017,מטה בנימין,8887.317117
267930,ירושלים,8832.961091
718924,ירושלים,8799.133175
238519,ירושלים,8797.640002
346072,בית שמש,8760.215303
238485,ירושלים,8662.232202
544205,בני ברק,8541.424407
540096,בני ברק,8452.797432
247411,ירושלים,8375.807521
160184,ירושלים,8339.780015
141788,ירושלים,8321.918287
117010,ירושלים,8304.24032
660217,נתיבות,8262.32325
541748,בני ברק,8256.003061
460675,ירושלים,8238.225963
460162,כרמיאל,8213.95103
148189,ירושלים,8089.290276
735845,בני ברק,8076.761489
660050,אופקים,8042.487172
460329,ירושלים,8024.397608
190090,ביתר עילית,8001.676574
362210,בני ברק,7985.13701
197715,ירושלים,7968.511458
441774,שדות דן,7936.402142
722025,ירושלים,7906.09146
338434,ירושלים,7897.677654
142216,בית שמש,7894.734799
641159,נתיבות,7878.720476
410159,ראשון לציון,7875.771309
366880,ירושלים,7873.699898
185140,ירושלים,7855.678092
366864,ירושלים,7812.291073
719575,מודיעין עילית,7807.724695
234047,מודיעין עילית,7797.394121
460477,ירושלים,7790.62187
362640,מודיעין עילית,7779.578941
729087,רחובות,7777.519123
440636,ירושלים,7774.593305
460535,ירושלים,7774.119298
729079,בני ברק,7772.989511
729178,ירושלים,7767.094726
441055,פתח תקוה,7757.445016
440230,יבנה,7741.575105
148130,ירושלים,7740.372065
560177,ירושלים,7737.887974
190108,מודיעין עילית,7736.451945
727099,ירושלים,7734.665966
160127,ירושלים,7731.280254
441345,רחובות,7715.844536
140541,ירושלים,7714.640372
541847,בני ברק,7711.44536
590349,תל אביב-יפו,7706.845262
444711,באר יעקב,7706.601678
718932,אלעד,7702.321985
544247,בני ברק,7692.439293
242610,אלעד,7692.283781
640698,אשדוד,7690.023627
544254,בני ברק,7689.952297
722058,ראשון לציון,7685.857697
733824,בית שמש,7679.917865
519546,יבנאל,7667.637407
644674,מרחבים,7664.540799
728691,מודיעין עילית,7662.330459
338160,ירושלים,7654.522382
728808,רכסים,7650.113644
160366,ירושלים,7646.706578
541219,בני ברק,7645.542337
519405,בני ברק,7629.966042
541631,בני ברק,7626.934158
141572,ירושלים,7626.113329
716779,בני ברק,7625.18268
160523,ירושלים,7623.180146
560144,בני ברק,7622.291029
444604,רחובות,7618.062021
178194,ירושלים,7617.114381
728832,ירושלים,7613.424068
729848,פתח תקוה,7611.12622
240424,חצור הגלילית,7609.485143
141069,ירושלים,7604.732442
560433,ביתר עילית,7603.402884
728980,בית שמש,7601.317571
540971,בני ברק,7599.557085
729863,אלעד,7589.493464
541854,בני ברק,7589.162593
733451,מודיעין עילית,7585.018696
719799,אלעד,7582.34749
560706,ירושלים,7582.121684
644237,ערד,7579.089553
541441,בני ברק,7575.434294
715797,אלעד,7571.919505
560664,בני ברק,7571.562921
722140,ביתר עילית,7570.496706
541409,בני ברק,7564.885044
460147,ירושלים,7564.656498
165472,ירושלים,7562.618786
234054,מודיעין עילית,7560.56383
442681,מודיעין עילית,7558.432602
541201,בני ברק,7556.81692
144246,ירושלים,7554.97403
284307,ירושלים,7554.855542
370882,מודיעין עילית,7554.515709
144410,ירושלים,7553.456872
221945,ירושלים,7547.285664
361261,ירושלים,7545.568929
142315,ירושלים,7545.337031
541185,בני ברק,7544.860847
117002,ירושלים,7543.816557
141267,ירושלים,7541.967899
144360,קרית יערים,7539.774373
499566,ירושלים,7538.981953
240770,צפת,7536.727313
544387,פתח תקוה,7532.743268
362202,ירושלים,7532.175226
141358,הר חברון,7529.860118
346098,ירושלים,7528.825113
460360,פתח תקוה,7528.753431
442335,רחובות,7527.523986
141044,ירושלים,7526.117315
640722,אשדוד,7525.578452
721969,אור עקיבא,7523.487143
141093,ירושלים,7519.818081
724062,מודיעין עילית,7519.037429
288126,ביתר עילית,7512.886417
140582,ירושלים,7512.726011
499939,ביתר עילית,7512.523091
640854,דימונה,7512.252762
444786,בני ברק,7511.575167
640169,אשדוד,7509.874181
240747,נהריה,7508.617753
541722,בני ברק,7508.520609
728717,בית שמש,7507.8428
440008,בני ברק,7506.487295
542084,בני ברק,7505.898393
141614,ירושלים,7504.898276
440768,נתניה,7504.695232
460741,אלעד,7503.673507
141796,ירושלים,7501.771039
441956,נתניה,7497.75579
715300,ירושלים,7496.808152
541243,בני ברק,7493.725516
440776,ירושלים,7492.807592
541573,בני ברק,7492.281715
141242,ירושלים,7490.784479
165738,בית שמש,7489.556857
508283,ירושלים,7486.20625
441493,נתניה,7486.016276
141143,ירושלים,7485.693452
660043,אשקלון,7485.244244
460386,מודיעין עילית,7483.220442
540609,בני ברק,7480.988516
144147,ירושלים,7477.649329
519900,ירושלים,7477.55635
722009,אשדוד,7475.273455
444513,נחל שורק,7474.533096
548024,תל אביב-יפו,7468.881019
736256,מטה בנימין,7467.693125
736975,בני ברק,7467.693125
641373,אשדוד,7467.242869
141416,ירושלים,7465.458087
729004,ביתר עילית,7463.664653
442152,אלעד,7458.308817
640714,אופקים,7457.551785
140921,ירושלים,7457.043531
373209,ירושלים,7454.579887
360578,ירושלים,7451.833214
240648,מגדל העמק,7449.738482
460519,קרית יערים,7449.302225
141630,ירושלים,7448.714282
728725,אשדוד,7448.536471
542050,בני ברק,7448.31394
541987,בני ברק,7447.139403
362475,בני ברק,7446.703763
541458,בני ברק,7445.103266
444471,רחובות,7442.976186
442145,באר יעקב,7440.816719
244418,טבריה,7440.127934
541144,בני ברק,7437.732002
244236,כרמיאל,7437.536586
344531,קרית אתא,7433.395917
213033,צפת,7432.917163
519637,ביתר עילית,7431.976754
360545,ירושלים,7428.586541
544189,בני ברק,7427.524801
519660,חיפה,7427.048228
160358,ירושלים,7426.934572
519959,נתניה,7424.572299
141457,ירושלים,7423.800157
499590,מודיעין עילית,7423.702164
360834,ביתר עילית,7423.511229
715409,ביתר עילית,7422.225074
771121,תל אביב-יפו,7420.979475
361543,מודיעין עילית,7420.712344
732024,ירושלים,7420.577528
728816,בני ברק,7418.911467
240788,טבריה,7418.055397
366971,ירושלים,7417.247996
541771,בני ברק,7415.653208
141606,ירושלים,7414.278413
140996,ירושלים,7412.350901
440651,ביתר עילית,7411.753753
182931,ירושלים,7407.364502
141192,ירושלים,7401.242899
240614,טבריה,7400.00588
660118,רהט,7398.58
140814,ירושלים,7397.692176
644252,אשדוד,7396.939109
544379,בני ברק,7395.102023
373167,ירושלים,7390.04812
360826,ביתר עילית,7386.962471
641092,חוף אשקלון,7386.018655
519595,אשדוד,7384.703245
361667,שפיר,7382.878819
544361,בני ברק,7380.787364
722124,אלעד,7378.599787
183269,בית שמש,7376.321496
541912,בני ברק,7373.783855
441485,ראשון לציון,7371.184674
541334,בני ברק,7370.501182
541672,בני ברק,7369.681434
340679,חיפה,7366.880009
541094,ראשון לציון,7365.853341
234039,ירושלים,7365.811515
340810,רכסים,7362.390035
541102,בני ברק,7361.525398
140947,ירושלים,7360.230678
541896,בני ברק,7358.017725
442095,אלעד,7354.015488
346445,בית שמש,7352.795953
728857,ירושלים,7352.479857
140681,ירושלים,7351.946978
360560,ירושלים,7351.235237
338756,בית שמש,7351.037391
729038,בית שמש,7346.064583
363879,מודיעין עילית,7345.455605
641225,אשדוד,7344.823088
442756,פתח תקוה,7342.013368
721928,ירושלים,7340.377971
541151,בני ברק,7339.997277
540278,בני ברק,7338.349055
641019,באר שבע,7337.017306
739185,בית שמש,7335.08225
541177,בני ברק,7334.261938
140798,ירושלים,7331.840476
544197,בני ברק,7331.250658
141937,ירושלים,7328.596133
540963,בני ברק,7328.191555
641100,נתיבות,7327.107929
141580,מודיעין עילית,7326.738342
440800,פתח תקוה,7325.57785
544346,בני ברק,7325.315062
540989,בני ברק,7318.768166
444505,בני ברק,7313.512651
499632,ירושלים,7308.970278
360529,ירושלים,7308.240734
344168,חדרה,7307.645227
508275,קרית גת,7307.264306
460717,בית שמש,7305.863093
340521,חדרה,7304.002657
141911,ירושלים,7300.856199
519603,בית שמש,7298.962347
141135,ירושלים,7298.398572
141762,ירושלים,7295.926045
338673,אלעד,7293.431166
499988,מודיעין עילית,7290.627475
244509,טבריה,7289.21318
641357,אשדוד,7288.725878
346635,ירושלים,7280.946939
499863,נתיבות,7277.820622
141713,ירושלים,7269.841566
342394,ירושלים,7267.821695
440644,ביתר עילית,7267.170785
142331,ירושלים,7264.978862
442764,ירושלים,7260.530214
344127,בני ברק,7259.493429
361451,בני ברק,7254.729151
519579,רכסים,7254.399398
711556,ירושלים,7254.006366
715318,אלעד,7253.51164
460121,מודיעין עילית,7252.577961
141234,ירושלים,7247.257988
722116,אלעד,7246.637763
362194,מודיעין עילית,7245.685651
541284,בני ברק,7244.731461
733527,מטה יהודה,7237.818772
441964,מודיעין עילית,7232.910457
560391,בית שמש,7230.747669
541318,בני ברק,7230.456588
560227,ירושלים,7218.074359
142158,ירושלים,7217.950996
140749,ירושלים,7217.307387
644260,אשדוד,7209.760305
729566,שדות נגב עזתה,7209.516939
518043,תל אביב-יפו,7208.830061
460451,ירושלים,7202.845073
476549,ירושלים,7196.236612
344309,חיפה,7191.054188
361469,אשדוד,7189.917103
544270,בני ברק,7189.644074
732081,ירושלים,7182.836279
372938,ירושלים,7172.562612
641217,אשדוד,7171.665798
519918,בית שמש,7157.389236
140574,ירושלים,7155.466234
141523,ירושלים,7147.969149
460550,ירושלים,7146.904117
440461,ירושלים,7143.975712
442707,ירושלים,7140.545641
342329,מודיעין עילית,7132.238003
144188,ירושלים,7131.582459
519629,ירושלים,7118.838352
346478,ירושלים,7118.0338
460311,ירושלים,7104.199753
362160,בית שמש,7100.704776
729020,ביתר עילית,7098.450714
362236,אשדוד,7088.534871
144261,ירושלים,7087.799425
189894,ביתר עילית,7084.621032
541086,בני ברק,7072.537928
140442,ירושלים,7064.554174
160556,ירושלים,7062.533447
442863,ירושלים,7059.460437
541391,בני ברק,7056.97734
610451,מרחבים,7056.565822
640995,אשדוד,7055.758385
340588,רכסים,7053.935249
560102,בת ים,7048.01622
362244,מודיעין עילית,7039.347936
141259,ירושלים,7033.290747
739052,פתח תקוה,7032.683684
142018,ירושלים,7032.634878
544239,בני ברק,7019.804185
144162,ירושלים,7016.763708
541359,בני ברק,7015.688587
331058,ירושלים,7004.720902
362632,ביתר עילית,6968.758415
361550,אלעד,6963.242949
441675,נחל שורק,6952.417042
362574,ירושלים,6949.215059
660308,באר שבע,6929.04902
541623,בני ברק,6917.592718
724377,בני ברק,6904.437838
519926,בית שמש,6889.484671
288159,ירושלים,6885.873531
360552,בית שמש,6881.52234
140673,ירושלים,6846.647862
770719,נתיבות,6845.192234
384115,אור עקיבא,6833.239706
366898,ירושלים,6831.783916
560169,בני ברק,6830.840846
460709,ירושלים,6823.264947
560318,בית שמש,6792.628353
167262,ירושלים,6789.525162
519702,ביתר עילית,6783.994783
499772,בני ברק,6782.703124
740381,נחל שורק,6781.1375
727271,ירושלים,6780.55
560375,מודיעין עילית,6775.565388
340547,זכרון יעקב,6758.314959
739078,רכסים,6755.688571
728733,בית שמש,6747.496804
713685,מצפה רמון,6739.203019
140780,ירושלים,6738.022728
441154,פתח תקוה,6736.802817
187575,ירושלים,6727.886139
442087,אלעד,6724.317617
344226,חיפה,6715.109196
344341,חיפה,6714.590942
519686,בית שמש,6699.902727
722132,אלעד,6698.728625
540047,רמת גן,6695.303641
346502,בית שמש,6680.680809
541540,בני ברק,6674.817545
542019,בת ים,6665.81795
190116,ירושלים,6665.274894
331033,ירושלים,6659.963634
361386,ירושלים,6649.634787
734061,חצור הגלילית,6632.529524
560649,טבריה,6613.47617
361477,ירושלים,6609.548354
142083,ירושלים,6609.084073
456939,ירושלים,6606.222463
719765,ירושלים,6603.62901
340802,חיפה,6598.666411
338277,ירושלים,6582.588135
141200,ירושלים,6568.055344
141085,ירושלים,6550.243784
610691,רמת נגב,6547.096775
166488,ירושלים,6524.889284
168393,ירושלים,6522.830818
163824,ירושלים,6521.909947
361881,מטה יהודה,6519.005962
338111,ירושלים,6490.969934
141481,ירושלים,6483.497604
540708,בני ברק,6434.987685
344119,בני ברק,6413.273996
560367,ירושלים,6408.098776
728774,פתח תקוה,6389.719328
560557,מודיעין עילית,6388.987973
519736,מודיעין עילית,6366.784497
770529,אבן יהודה,6363.438227
440222,נחל שורק,6348.970651
144170,ירושלים,6336.905275
460485,ירושלים,6329.564777
804237,בית שמש,6287.374259
373159,ירושלים,6280.553614
640748,אשדוד,6224.882542
560680,ביתר עילית,6216.200301
521112,חדרה,6189.244329
346510,מטה יהודה,6188.70397
715276,ירושלים,6133.563563
455451,ירושלים,6125.030556
560490,מודיעין עילית,6124.789625
361865,ירושלים,6074.510454
728865,ירושלים,6037.292368
540716,תל אביב-יפו,5970.457064
499814,ירושלים,5915.396759
560607,בני ברק,5893.753986
364786,ירושלים,5859.540331
160739,ירושלים,5833.323327
720987,צפת,5811.695714
729210,ירושלים,5700.348077
440412,ירושלים,5663.981086
144071,ירושלים,5656.652772
239871,ירושלים,5635.584168
540526,בני ברק,5529.230582
722033,ירושלים,5195.275217
267955,ירושלים,5185.809576
560383,ירושלים,5085.03383
473215,ראשון לציון,5013.225167
184010,ירושלים,5010.201891
641282,פתח תקוה,4991.397038
560235,ירושלים,4971.173404
412676,ירושלים,4664.663281
728873,ירושלים,4597.679091
719047,ירושלים,4355.51864
742379,בני ברק,4166.511852
739029,קרית גת,4089.159615
660316,נתיבות,3634.785172
560698,ירושלים,3331.573458
499905,ירושלים,3095.043614
440693,ירושלים,2722.488443
454330,ביתר עילית,2641.639479
499822,אלעד,1633.932405
739011,בית שמש,1566.5242
530006,ירושלים,898.4534
660241,קרית מלאכי,649.0679032
142323,ירושלים,566.6500256
521187,ירושלים,503.6019512
560672,ירושלים,432.185
900076,חבל מודיעין,373.971948
900126,ראשון לציון,149.2963448
378125,ירושלים,49.51419686
363150,ירושלים,22.45297428
961011,מטה יהודה,22.33630769
166538,ירושלים,16.84117647
