school,city,per student
238121,בית שמש,25360.41491
260331,מטה אשר,25340.29572
640383,קרית גת,25340.14428
278028,עכו,25338.78997
340596,חדרה,25338.39435
640581,אשדוד,25336.06887
246983,מגדל העמק,25309.71571
248260,בענה,25303.10109
715920,קצרין,25268.35511
260067,הגליל העליון,25238.38425
660126,שער הנגב,25236.92117
441923,פתח תקוה,25178.02966
440016,רחובות,25162.95999
380055,חוף הכרמל,25158.20057
570051,תל אביב-יפו,25142.6208
440024,רעננה,25127.33354
548032,תל אביב-יפו,25114.75609
444612,לוד,25114.46334
374249,זכרון יעקב,25067.68343
441238,כפר סבא,25065.21402
340166,חיפה,25060.18344
270140,יקנעם עילית,25057.65822
249193,חורפיש,25047.9708
570192,הרצליה,25039.89944
641365,אשכול,25037.28033
348011,באקה אל-גרביה,25012.08007
540138,בני ברק,24979.8721
240267,טבריה,24974.37556
499806,מגדל העמק,24936.69422
442376,רעננה,24926.79503
234013,עכו,24876.5861
340612,חיפה,24865.8115
800052,סח'נין,24849.6951
340133,חיפה,24843.79266
247221,מטה אשר,24833.59107
440131,נתניה,24830.43493
771089,ירושלים,24828.59117
360040,מנשה,24825.42545
644443,אשקלון,24811.80377
444562,רעננה,24810.33232
644690,אילת,24788.27628
540153,תל אביב-יפו,24749.26316
244269,מגדל העמק,24744.87599
441436,פתח תקוה,24741.79812
470443,עמק חפר,24705.89404
247205,ריינה,24693.03781
770503,נתיבות,24682.59665
420554,טירה,24647.02412
440370,רעננה,24643.49916
441592,מטה בנימין,24628.37558
541805,רמת השרון,24615.66749
540302,חולון,24604.19412
440214,שדות דן,24603.29083
570077,תל אביב-יפו,24590.05278
140079,ירושלים,24554.37144
238022,שפרעם,24550.73056
340059,קרית טבעון,24550.26153
440982,ראשון לציון,24519.52469
240838,נוף הגליל,24510.99737
214098,נהריה,24492.20842
444646,ראשון לציון,24481.10153
660274,בני שמעון,24477.59346
544395,הרצליה,24447.96767
247882,שבלי-אום אל-גנם,24436.85478
180018,מטה יהודה,24422.65385
248336,כסרא-סמיע,24409.99693
470054,רחובות,24366.95708
440958,קרני שומרון,24343.76656
477091,ירושלים,24332.98623
440677,ירושלים,24317.21293
440339,חבל מודיעין,24315.12185
448027,טירה,24313.23017
340117,קרית אתא,24310.53491
440917,ראשון לציון,24255.3348
644369,אשדוד,24222.76582
320119,חיפה,24204.64273
711648,טבריה,24195.16252
570358,הרצליה,24189.20205
170803,מעלה אדומים,24151.51736
248823,מעיליא,24150.22691
140806,ירושלים,24144.00814
648097,לקיה,24134.02497
344572,קרית מוצקין,24122.1155
442319,נחל שורק,24108.32788
366872,ירושלים,24102.67019
444653,יבנה,24090.03169
141549,ירושלים,24046.69886
280057,עמק יזרעאל,24034.9582
142232,ביתר עילית,24027.06272
770305,גזר,24017.59937
521476,מטה בנימין,24014.67642
440883,אלקנה,24012.32557
441105,חבל מודיעין,24009.64573
444679,רעננה,23984.33873
441014,רחובות,23978.81955
444117,כפר סבא,23962.09166
440289,יהוד נווה אפרים,23956.33515
541466,תל אביב-יפו,23954.90244
540286,קרית אונו,23947.95267
270298,נהריה,23939.53409
248021,נצרת,23917.52036
140434,ירושלים,23907.15089
448266,טירה,23904.96003
249318,עג'ר,23903.52642
440545,רמלה,23903.03564
260109,מגידו,23896.96209
771071,ראשון לציון,23890.11615
144501,מבשרת ציון,23888.44607
718999,יבנה,23887.94192
640730,ערד,23875.85203
448076,קלנסווה,23865.04958
347013,חיפה,23859.01003
248575,עראבה,23816.73381
384370,זכרון יעקב,23802.06695
441337,שוהם,23767.15988
770990,מרחבים,23764.11373
540393,בני ברק,23753.29164
471045,ברנר,23752.77462
248070,שפרעם,23751.26007
640672,אשדוד,23739.5373
140939,מטה בנימין,23725.33568
148080,אבו גוש,23717.50571
344416,קרית ים,23673.27172
141978,ירושלים,23653.74215
278267,ג'דיידה-מכר,23653.63301
370494,"בסמ""ה",23649.0615
460154,נחל שורק,23639.67437
440479,שדות דן,23631.9729
360503,ירושלים,23631.25957
644526,באר שבע,23617.24837
160432,בית שמש,23572.20639
240572,עמק יזרעאל,23527.05938
644062,דימונה,23517.71232
347070,אום אל-פחם,23506.95249
248674,בסמת טבעון,23500.76528
540344,גבעתיים,23494.18865
278010,נצרת,23472.69364
440115,נתניה,23460.01518
560516,בית אל,23450.94139
770412,אשדוד,23436.23707
442020,נתניה,23428.90441
570135,רמת גן,23396.29168
440354,קלנסווה,23391.46063
770461,אשדוד,23374.5368
455477,בית שמש,23341.52701
800136,מג'אר,23332.67696
442343,פתח תקוה,23299.40577
440941,כפר סבא,23296.80933
580035,מקווה ישראל,23286.15681
249052,נצרת,23285.16188
455162,הר חברון,23279.56576
770073,חוף הכרמל,23263.51346
248583,מג'ד אל-כרום,23260.24056
440347,נתניה,23251.76603
248757,ג'דיידה-מכר,23230.67818
648154,חורה,23210.47429
440388,כפר סבא,23173.31102
260091,הגלבוע,23173.21875
648279,נווה מדבר,23172.53973
770586,בת ים,23157.70621
140772,ירושלים,23152.63581
800037,כסיפה,23148.53166
348037,אום אל-פחם,23147.50865
442715,נוף הגליל,23146.72178
420042,עפולה,23143.17849
660266,חוף אשקלון,23132.70681
348250,אום אל-פחם,23126.60858
144717,מודיעין מכבים רעות,23122.64792
189076,ירושלים,23108.86818
247015,עכו,23096.53939
416362,פתח תקוה,23094.63282
344333,נשר,23088.28796
140186,ירושלים,23067.58229
440255,נתניה,23065.78856
560268,מטה בנימין,23046.72665
244483,כפר ורדים,23036.22605
247858,מג'דל שמס,23014.39736
360123,מנשה,22997.79577
441196,לוד,22977.36657
540849,בני ברק,22977.32847
460113,חבל יבנה,22965.32992
482166,שומרון,22939.34045
570044,תל אביב-יפו,22935.10735
247031,נצרת,22919.25181
444836,גן יבנה,22911.59335
442780,מודיעין מכבים רעות,22873.11535
248179,בית ג'ן,22847.77945
640771,באר שבע,22845.06686
244616,עכו,22844.1444
189092,מודיעין עילית,22808.94843
733584,עמק יזרעאל,22808.25288
770065,ברנר,22801.71246
240721,צפת,22768.62776
448340,כפר ברא,22766.25457
680082,שפיר,22759.51188
644559,אשקלון,22752.96522
460626,יפיע,22744.78915
800060,ירכא,22743.42109
770453,רחובות,22731.77071
247163,דיר חנא,22718.75411
189001,אלעד,22704.65194
248443,נחף,22695.92971
441261,כפר סבא,22686.48136
249219,בוקעאתה,22681.57884
244152,נהריה,22672.97316
770826,באר שבע,22650.2973
450270,מודיעין מכבים רעות,22649.3053
640458,מזרעה,22626.9029
140061,ירושלים,22614.70967
644732,קרית גת,22610.04772
644294,אשקלון,22607.7719
410225,צורן קדימה,22596.52108
440081,פתח תקוה,22564.43971
644831,אשקלון,22558.30132
640037,באר שבע,22552.92158
640466,בית שאן,22552.61715
260257,עמק יזרעאל,22536.44391
140236,ירושלים,22534.90109
340349,קרית ים,22514.11074
378018,כפר קרע,22506.47916
540864,חולון,22489.10601
540203,רמת גן,22480.81663
641183,אשקלון,22478.4045
249029,נצרת,22461.24861
440180,אבן יהודה,22439.10117
238055,מג'אר,22430.2169
248138,טורעאן,22425.44859
713131,כפר מנדא,22422.5994
142075,ירושלים,22410.77198
648147,ערערה בנגב,22397.62998
548016,תל אביב-יפו,22394.1219
260182,עמק יזרעאל,22375.47614
648089,תל שבע,22358.57082
248435,אל בטוף,22351.86161
741348,ביתר עילית,22337.925
248534,שעב,22336.54664
640615,אבו סנאן,22319.68002
540484,תל אביב-יפו,22300.90435
249177,מסעדה,22294.10494
144097,ירושלים,22289.63188
248047,ראמה,22287.22253
144329,מודיעין מכבים רעות,22282.69627
470963,יבנה,22261.1838
442137,ראשון לציון,22242.1168
444067,כפר סבא,22203.97921
640359,באר שבע,22185.17109
800128,דבוריה,22124.71306
338129,ביתר עילית,22105.63931
441287,ראשון לציון,22066.30772
238048,טמרה,22057.1317
344382,חדרה,22041.33925
248278,סח'נין,22030.96621
800102,ערערה,22029.20709
641456,מטה יהודה,22009.18208
441733,רמלה,22003.23224
448050,ג'לג'וליה,22002.21413
480046,עמק חפר,21986.8431
440156,רמלה,21986.23901
620468,אשדוד,21985.02684
482307,רחובות,21983.79321
247122,ביר אל-מכסור,21975.99959
734954,ירושלים,21971.87286
370999,קרית ביאליק,21965.17305
441352,רמלה,21962.46922
247866,הגלבוע,21959.19474
541797,תל אביב-יפו,21947.6556
444745,ראש העין,21911.44033
359059,ירושלים,21895.15854
441006,הוד השרון,21894.13528
540443,רמת גן,21886.4267
470096,נתניה,21853.80427
570168,חולון,21853.60277
460063,עמק חפר,21849.69619
340208,חיפה,21847.76365
267724,מטה בנימין,21845.054
240341,מגדל העמק,21833.96099
648063,שגב שלום,21827.06738
249268,שפרעם,21814.84371
249037,כפר מנדא,21805.38023
541128,בני ברק,21802.24751
441089,גזר,21793.83188
370049,חיפה,21774.45857
724161,בני שמעון,21767.315
372243,כאוכב אבו אל-היג'א,21742.23775
508424,חבל יבנה,21740.13254
499848,קרית גת,21734.23722
347096,"בסמ""ה",21722.54988
344218,קרית ביאליק,21713.18941
247106,אעבלין,21707.59856
247346,כעביה-טבאש*,21707.25632
348227,פוריידיס,21706.06713
441386,רחובות,21702.623
176149,תל אביב-יפו,21679.99651
440198,גדרה,21678.84788
441758,ראשון לציון,21666.5751
240481,משגב,21665.89949
440172,כפר סבא,21665.3414
442889,שפרעם,21660.1473
448191,זמר,21655.22612
571109,רמת גן,21644.54503
340158,חיפה,21643.11024
544528,חולון,21642.01362
544312,הרצליה,21638.70627
442301,פתח תקוה,21591.25929
248666,זרזיר,21584.6389
570200,גבעתיים,21579.87195
872531,חיפה,21569.96414
640807,אשדוד,21566.40452
442392,ראשון לציון,21547.1992
441253,ראשון לציון,21513.56389
384305,פרדס חנה-כרכור,21509.128
544353,חולון,21497.416
841262,מטה יהודה,21486.9878
441097,נתניה,21465.28744
540930,בני ברק,21462.76758
544593,חולון,21457.13388
165852,מודיעין מכבים רעות,21455.28176
344291,נשר,21448.71874
440107,פתח תקוה,21445.4202
370072,חדרה,21436.99273
440313,רחובות,21409.11776
441204,פתח תקוה,21383.17125
540617,הגלבוע,21375.95899
248104,מג'אר,21364.20987
644203,חורה,21359.69438
680025,מרחבים,21358.30953
741710,מודיעין עילית,21354.41514
711051,פתח תקוה,21350.13412
648121,חורה,21337.08327
540195,תל אביב-יפו,21322.51393
140905,מטה בנימין,21313.75026
648311,אל קסום,21286.85009
440065,ראשון לציון,21283.45731
442822,מטה יהודה,21283.26047
478875,ירושלים,21283.11536
271015,כרמיאל,21274.83009
340190,חיפה,21271.57822
220509,עפולה,21265.21492
644583,אשדוד,21255.54558
380030,פרדס חנה-כרכור,21232.56085
440149,נתניה,21227.572
248625,ג'דיידה-מכר,21210.13611
144683,מודיעין מכבים רעות,21158.35969
288209,טמרה,21145.63036
462929,נתיבות,21111.92276
248302,דייר אל-אסד,21086.49805
248559,אבו סנאן,21086.0531
800110,דאלית אל-כרמל,21066.72813
541110,חולון,21065.91373
348359,מעלה עירון,21050.25206
770842,רמת השרון,21049.12332
670042,באר שבע,21018.24633
482265,שומרון,21015.19782
140954,מטה בנימין,21011.88511
644534,באר שבע,20996.11724
441360,רמלה,20963.31725
247312,כפר כנא,20949.23129
442202,אלעד,20948.4338
444950,נתניה,20942.64563
478016,טייבה,20939.92946
347039,חיפה,20913.64101
340281,חדרה,20904.68045
248195,באקה אל-גרביה,20899.94811
249235,בעיינה-נג'יידאת,20890.22675
237354,מודיעין מכבים רעות,20864.47754
441030,כפר סבא,20851.99546
460246,בית שמש,20845.84586
440834,גדרה,20842.30724
140723,ירושלים,20825.0087
348318,מעלה עירון,20822.99926
444414,רעננה,20809.89931
644484,אשדוד,20795.02884
644757,קרית מלאכי,20779.27245
348235,אום אל-פחם,20778.79727
540310,חולון,20762.25585
448290,כפר קאסם,20753.36644
247288,משהד,20748.50671
644310,אשדוד,20737.95517
648261,לקיה,20730.67679
570036,תל אביב-יפו,20722.01038
144675,מודיעין מכבים רעות,20717.64291
541235,בני ברק,20714.31489
141002,גבעת זאב,20707.66562
499681,נס ציונה,20706.72417
340778,קרית ביאליק,20703.42824
247247,עראבה,20691.70419
270538,עמק הירדן,20689.87828
372946,משהד,20686.68776
580019,רמת השרון,20675.7301
338095,ירושלים,20668.38582
370395,בנימינה גבעת עדה,20665.67928
441477,ראשון לציון,20649.15284
338392,יקנעם עילית,20648.47419
548404,תל אביב-יפו,20644.71212
440305,יהוד נווה אפרים,20633.19786
540591,גבעתיים,20627.17546
520676,באר טוביה,20618.69097
440727,לוד,20608.1603
490037,נתניה,20606.41266
444935,מזכרת בתיה,20603.03555
540237,רמת גן,20591.04996
248641,נחף,20577.4142
540211,רמת גן,20573.46162
340331,חיפה,20539.62519
441147,ראשון לציון,20513.04235
460428,גזר,20510.97986
141119,ירושלים,20490.17562
247023,נצרת,20471.55863
482059,אורנית,20439.14342
448019,טייבה,20428.78322
348193,חיפה,20427.61665
260471,מטה אשר,20421.07916
644377,אשדוד,20414.55255
644591,עומר,20389.16371
541045,רמת השרון,20384.33252
540492,בת ים,20379.8734
571281,תל אביב-יפו,20364.57016
560045,בני ברק,20362.89983
441311,ראשון לציון,20352.87088
544478,בת ים,20351.78308
442277,גן יבנה,20345.47549
441410,הוד השרון,20345.28987
641381,שדות נגב עזתה,20327.35729
440586,פתח תקוה,20319.26089
442855,ירושלים,20308.18781
490052,פתח תקוה,20306.40619
648030,רהט,20301.07989
719542,גני תקוה,20264.52302
244608,טבריה,20253.30238
247064,נצרת,20246.70911
641191,אופקים,20238.45629
648139,כסיפה,20237.97374
540062,תל אביב-יפו,20232.94562
144741,מודיעין מכבים רעות,20227.07162
249300,עילוט,20222.24486
540252,רמת גן,20188.28983
440875,ראשון לציון,20187.53181
278283,סח'נין,20173.51904
342352,אום אל-פחם,20150.10355
338509,בית אריה,20148.37947
338715,נצרת,20132.70362
247239,אעבלין,20126.73118
570606,תל אביב-יפו,20124.46044
277012,נצרת,20121.18646
442517,אלעד,20111.82792
340315,חיפה,20105.97541
800094,כפר כנא,20099.99015
615369,בני שמעון,20099.68859
444620,גבעת שמואל,20090.22569
420018,מטה יהודה,20086.97645
247148,נצרת,20070.11658
544676,אזור,20054.84043
660225,אל קסום,20032.11731
444257,ראשון לציון,20030.42568
714857,תל אביב-יפו,20004.30278
444844,שוהם,19991.20298
800144,תל שבע,19967.10093
570259,אור יהודה,19963.88823
240598,כרמיאל,19957.20622
540351,בת ים,19954.6062
442699,ביתר עילית,19954.03525
140012,ירושלים,19927.86313
741173,פתח תקוה,19903.19759
240580,עכו,19896.80716
540146,תל אביב-יפו,19890.17647
644617,מיתר,19843.47075
420570,בעיינה-נג'יידאת,19839.79383
344911,מודיעין מכבים רעות,19816.42023
249326,ינוח-ג'ת,19811.49652
448159,לוד,19802.54242
420026,אלקנה,19801.14728
644393,באר שבע,19776.38332
442293,רחובות,19739.99674
241067,מודיעין מכבים רעות,19736.77207
344366,קרית מוצקין,19710.63996
248682,טמרה,19709.37287
734863,מנשה,19701.89079
248229,בוסתאן אל מרג,19690.2027
442186,נתניה,19689.67045
541730,תל אביב-יפו,19688.24472
541581,תל אביב-יפו,19681.46969
440099,פתח תקוה,19675.54643
470625,חוף השרון,19664.02874
247049,נצרת,19637.14489
742163,מגדל העמק,19633.21557
444497,רחובות,19627.21793
441634,גבעת שמואל,19623.3049
732529,פתח תקוה,19618.35944
372953,ביתר עילית,19576.80359
141853,ירושלים,19560.8852
344408,קרית אתא,19544.98803
190066,ירושלים,19538.00316
544494,רמת גן,19519.27809
247080,נצרת,19509.27699
373142,טבריה,19505.80277
722074,בית שמש,19465.12524
460543,מודיעין עילית,19437.65892
648337,חורה,19433.15107
420489,ראשון לציון,19425.27319
348276,"בסמ""ה",19410.11767
660076,יואב,19393.94688
247478,ירכא,19385.27467
844076,לב השרון,19375.115
620005,אשדוד,19364.51732
442533,נחל שורק,19362.5541
340695,רכסים,19360.30689
378026,עספיא,19348.32985
800078,עין מאה'ל,19336.6338
348292,"בסמ""ה",19331.65442
644450,אשקלון,19315.06133
723437,צפת,19314.78841
641050,ערערה בנגב,19303.42913
711770,רחובות,19300.54033
247155,טורעאן,19299.48014
640904,נתיבות,19276.237
442061,נס ציונה,19232.49814
448233,קלנסווה,19231.73699
460030,דרום השרון,19229.48671
240531,חצור הגלילית,19228.91018
441568,מזכרת בתיה,19219.20342
140053,ירושלים,19212.36466
648204,רהט,19206.89507
140632,ירושלים,19206.03073
540021,גבעתיים,19189.02442
185157,ירושלים,19174.34633
560565,ביתר עילית,19172.043
248856,ג'דיידה-מכר,19167.28394
360800,פוריידיס,19157.99385
248112,אכסאל,19149.3761
442269,אלעד,19145.4152
248427,ריינה,19140.16806
444687,ראשון לציון,19117.36823
248344,שפרעם,19115.2609
660134,באר טוביה,19109.77376
540476,תל אביב-יפו,19092.44822
455675,ירושלים,19087.53612
347062,אום אל-פחם,19075.63846
141861,ירושלים,19071.07484
541599,בני ברק,19064.00797
247833,ג'וליס,19060.95177
540658,ירושלים,19056.93638
648055,לקיה,19043.37234
249169,טמרה,19028.53457
373357,צפת,19026.1581
480095,גזר,19020.49392
542092,מקווה ישראל,19008.08999
346494,ירושלים,19006.19759
770396,חיפה,18995.17637
420000,אכסאל,18991.80095
444901,פתח תקוה,18981.23237
448167,כפר קאסם,18968.64219
729012,זבולון,18949.50717
356212,זכרון יעקב,18934.99526
540450,חולון,18930.99221
247304,כפר כנא,18929.90636
248690,שפרעם,18910.7628
249144,יפיע,18910.265
348284,כפר קרע,18908.37299
248716,סח'נין,18901.96984
442806,באר יעקב,18901.24402
478784,ביתר עילית,18901.18307
540070,תל אביב-יפו,18898.34915
248203,טמרה,18895.3543
340216,חיפה,18895.00076
541060,בני ברק,18892.46999
560342,בני ברק,18861.32351
247338,יפיע,18823.8487
348201,ג'סר א-זרקא,18812.57632
541490,בני ברק,18789.96704
348342,באקה אל-גרביה,18786.44693
247189,דייר אל-אסד,18783.68301
344507,חיפה,18782.07427
248765,כפר מנדא,18779.67972
347112,באקה אל-גרביה,18772.80392
249011,עילבון,18766.10204
733956,צפת,18753.78032
441279,תל מונד,18753.37049
448316,ג'לג'וליה,18751.66405
249045,נצרת,18735.16347
340646,חיפה,18722.06691
247130,שפרעם,18720.78723
460105,עמק חפר,18718.87648
444828,כפר יונה,18715.15139
384040,ג'סר א-זרקא,18709.12182
359489,טורעאן,18699.22092
540856,בני ברק,18693.87123
440248,נס ציונה,18691.09388
640367,באר שבע,18682.2166
248187,ירכא,18677.8664
248146,נצרת,18677.45012
448100,רמלה,18663.18467
540542,פתח תקוה,18659.27208
342113,קרית אתא,18647.76928
661884,ירושלים,18622.6645
384230,עספיא,18552.55656
573105,תל אביב-יפו,18534.15253
248252,דיר חנא,18533.66286
344556,מעלה עירון,18529.05493
610006,כסיפה,18518.20834
347047,אום אל-פחם,18505.24643
473017,נחל שורק,18478.08861
347021,חיפה,18472.01982
444463,נס ציונה,18468.95649
442251,רעננה,18464.97435
640110,דימונה,18463.72146
344374,קרית מוצקין,18454.45268
648329,רהט,18449.81485
448183,טירה,18448.9524
442079,קרית עקרון,18436.95823
648071,ערערה בנגב,18433.35351
448118,טירה,18430.41089
710756,סח'נין,18429.18895
444232,פתח תקוה,18426.41125
519314,רהט,18394.1407
541508,בני ברק,18388.64358
247841,כפר יאסיף,18323.82754
541037,הרצליה,18313.89173
247056,נצרת,18302.88327
441139,פתח תקוה,18296.60286
199109,ירושלים,18290.15876
249136,מג'ד אל-כרום,18264.06846
648220,נווה מדבר,18261.23995
170399,ירושלים,18246.09448
477166,שגב שלום,18226.66321
441188,רעננה,18218.80822
544171,הרצליה,18209.37872
247262,כפר כנא,18207.5004
461855,ירושלים,18194.19107
148056,ירושלים,18188.99362
249284,עראבה,18188.41428
348326,באקה אל-גרביה,18169.47884
841254,דרום השרון,18166.40698
384198,חדרה,18144.44866
540500,מודיעין מכבים רעות,18133.8364
360768,יבנאל,18132.22355
340604,חיפה,18113.96079
198192,ירושלים,18099.8319
444703,פתח תקוה,18096.85958
166769,בית שמש,18093.96352
544130,הרצליה,18070.8865
640797,רהט,18069.34754
648113,רהט,18062.73701
444737,חבל מודיעין,18061.24221
248708,סח'נין,18051.57471
729111,ירושלים,18033.64097
226803,בית שמש,18028.29818
544031,תל אביב-יפו,18027.16875
373183,ביתר עילית,18022.41112
348243,אום אל-פחם,18021.87735
384016,כפר קרע,17991.67102
249151,אכסאל,17987.71866
248815,כפר מנדא,17986.14512
521237,דרום השרון,17972.03026
148072,ירושלים,17947.84516
640607,אל קסום,17920.28123
670810,באר שבע,17914.15372
566901,נתניה,17910.59447
441022,רחובות,17886.10977
540625,ירושלים,17883.47766
448209,טייבה,17881.81926
444919,פתח תקוה,17872.68034
456913,רמלה,17860.03831
442236,גדרה,17859.87085
640250,אל קסום,17833.61186
540401,בני ברק,17831.03888
140103,ירושלים,17811.73448
247254,כאבול,17783.52467
148064,ירושלים,17780.16131
442830,סח'נין,17774.9046
444133,רעננה,17767.609
142190,ירושלים,17734.16831
444190,רעננה,17711.2623
338657,נצרת,17701.7944
178053,ירושלים,17670.69653
448241,טירה,17668.82585
360784,צפת,17667.00267
482125,נס ציונה,17666.39948
442749,קרית אתא,17656.71128
648303,שגב שלום,17640.97435
566893,נתניה,17640.69353
244194,רמת ישי,17633.81458
448142,רמלה,17608.00743
648238,רהט,17562.00467
444166,רחובות,17554.78763
442004,פתח תקוה,17523.35815
348029,כפר קרע,17513.63356
417204,לוד,17511.08763
448274,כפר קאסם,17478.99689
448126,טייבה,17467.55244
140715,ירושלים,17440.36715
448175,קלנסווה,17424.95501
520007,תל אביב-יפו,17420.42242
460469,מודיעין עילית,17412.94603
640946,אשקלון,17374.31846
548040,תל אביב-יפו,17362.78993
192997,ירושלים,17356.37693
440263,פתח תקוה,17350.2653
444109,פתח תקוה,17347.63021
540468,ריינה,17334.48609
648048,רהט,17331.52464
479428,כפר יונה,17314.34277
141333,ירושלים,17282.80279
640755,אשדוד,17268.12235
440966,אלפי מנשה,17261.63795
640276,חורה,17257.37499
348060,ערערה,17253.93588
442038,רחובות,17219.54414
540435,חולון,17174.12407
448134,טייבה,17171.6623
226688,ירושלים,17170.74054
342337,אום אל-פחם,17155.97907
448217,קלנסווה,17137.55821
540112,תל אביב-יפו,17135.12096
640664,אופקים,17125.81291
474460,רחובות,17121.1378
444893,פתח תקוה,17087.19604
444216,רחובות,17046.61662
640953,אשדוד,17025.34888
722066,ביתר עילית,16977.46991
343996,ירושלים,16973.55693
248724,נצרת,16966.09278
770297,תל אביב-יפו,16949.80108
441576,צורן קדימה,16924.60406
678011,תל שבע,16922.26477
120329,ירושלים,16914.7729
141929,ירושלים,16880.34711
544080,רמת השרון,16878.55453
480194,ראשון לציון,16871.46202
442566,טירה,16859.12768
118158,ירושלים,16845.21487
729244,נס ציונה,16835.17861
148239,ירושלים,16771.09763
540088,תל אביב-יפו,16734.19385
499699,קרית אונו,16712.0989
542282,קרית אונו,16709.17427
442129,אלעד,16674.23537
198085,ירושלים,16664.13536
178178,ירושלים,16634.48497
448332,לוד,16629.40163
522367,קלנסווה,16622.9316
476986,באר יעקב,16595.09272
641407,ירושלים,16572.21663
441816,יבנה,16561.70003
141473,קרית יערים,16561.22826
640565,משגב,16513.83342
189084,ירושלים,16489.79445
540807,תל אביב-יפו,16474.53926
140855,מבשרת ציון,16471.21256
648345,אל קסום,16467.34922
177295,ירושלים,16451.15803
544155,קרית אונו,16425.77913
441451,ראש העין,16413.19545
140822,ירושלים,16349.94826
248781,נצרת,16344.88176
541474,בני ברק,16314.32094
640896,אשקלון,16294.30947
338426,זכרון יעקב,16291.18074
441444,ראש העין,16259.10056
338525,ערערה,16253.78388
560136,רמת גן,16250.37428
444695,יהוד נווה אפרים,16243.59241
515502,תל אביב-יפו,16236.88082
560474,צפת,16234.96619
480103,כפר סבא,16206.89054
338772,שפרעם,16204.75173
371112,יפיע,16200.46706
729558,חיפה,16188.55277
711903,אלעד,16181.48837
544148,הרצליה,16178.93672
560573,בני ברק,16176.7949
717769,בית שמש,16150.51357
372318,ירושלים,16127.00742
193003,ירושלים,16109.89203
384180,רכסים,16068.35758
349027,ג'ת,16065.80377
544122,הרצליה,16011.19812
444059,כפר סבא,15970.07564
444729,כפר סבא,15952.16628
723684,בני ברק,15950.17178
239616,ירושלים,15946.64236
359323,חיפה,15913.4932
560219,בית שמש,15897.67354
560482,כפר כנא,15849.17291
544288,הרצליה,15838.61542
184002,בית שמש,15837.3292
715235,אלעד,15831.12749
444455,כוכב יאיר,15797.82531
444752,יהוד נווה אפרים,15763.66239
241026,עמק יזרעאל,15716.23763
733907,בית שמש,15692.03063
442111,אלעד,15644.96953
615351,נתיבות,15644.3207
641290,אשדוד,15571.86472
444398,רעננה,15557.57122
442046,צורן קדימה,15523.03162
544072,רמת השרון,15467.92257
444208,כפר סבא,15408.43364
183236,ירושלים,15390.40444
444075,כפר סבא,15363.55218
462218,חיפה,15349.3138
640987,אשדוד,15347.14328
521898,אריאל,15335.93195
444349,הוד השרון,15306.68399
541920,חולון,15253.11651
441469,שוהם,15224.23962
440503,פתח תקוה,15155.70915
482257,גבעת שמואל,15115.8176
478768,בית שמש,15024.11296
547042,תל אביב-יפו,15018.82389
641274,אשדוד,14999.40463
648287,נווה מדבר,14959.97733
444422,גני תקוה,14924.34968
460261,קצרין,14919.8884
148155,ירושלים,14763.08561
544163,תל אביב-יפו,14716.01539
442327,רחובות,14681.3566
722512,בית שמש,14679.17368
444877,הוד השרון,14678.65538
148247,ירושלים,14624.50099
244400,צפת,14602.35575
444224,הוד השרון,14591.92682
441113,רמלה,14588.65799
357491,חדרה,14546.05668
346023,מודיעין עילית,14524.30992
472332,נצרת,14518.79478
148106,ירושלים,14518.73282
148197,ירושלים,14489.95613
660233,נווה מדבר,14468.55762
185165,ירושלים,14453.65107
714824,חולון,14418.43573
340570,חיפה,14409.17318
184085,ביתר עילית,14404.69305
448324,רמלה,14403.7921
740779,ירושלים,14341.07
484006,רעננה,14317.92797
344499,חדרה,14256.01725
540567,ירושלים,14213.31245
724864,ביתר עילית,14116.7832
197798,בית שמש,14085.24064
615344,שדרות,13951.01688
442772,אבן יהודה,13902.33091
544635,תל אביב-יפו,13884.93844
440784,ירושלים,13867.46921
284091,ביתר עילית,13781.72682
541482,בני ברק,13781.39395
141432,ירושלים,13776.44717
462200,זבולון,13750.18994
712943,מודיעין עילית,13732.98356
148148,ירושלים,13643.26467
522235,ירושלים,13639.32379
148163,ירושלים,13631.27285
716605,אלעד,13613.17767
460733,אלעד,13549.01934
715623,ירושלים,13539.05974
141689,מודיעין עילית,13532.22704
477901,ירושלים,13379.2959
544619,תל אביב-יפו,13361.9546
420562,פתח תקוה,13275.76892
460048,ביתר עילית,13262.97206
410001,לוד,13242.03024
560532,אלעד,13239.99637
460683,בית שמש,13233.56683
560110,תל אביב-יפו,13166.6353
731786,אופקים,13111.99263
544627,תל אביב-יפו,12977.47447
560243,ירושלים,12942.99635
560359,בית שמש,12922.71303
338301,ירושלים,12834.62536
733691,חבל מודיעין,12817.52973
541839,תל אביב-יפו,12745.48452
460006,ירושלים,12668.28045
476325,רמת השרון,12663.91218
141895,ירושלים,12623.20828
214601,גולן,12554.81146
188854,ירושלים,12408.64334
640938,אשקלון,12385.49203
660209,שפיר,12370.98909
460022,ירושלים,12333.82741
660001,רהט,12323.05582
288084,ירושלים,12322.06269
660290,באר שבע,12188.77455
176909,ירושלים,12147.19153
660282,נתיבות,12090.98738
741892,ירושלים,12032.84796
160325,ירושלים,12012.14925
284026,מודיעין עילית,11975.15231
178061,ירושלים,11957.5129
733121,נצרת,11863.93229
560581,ירושלים,11785.08994
734301,אשדוד,11783.1536
186783,ירושלים,11744.57496
729095,אלעד,11679.49462
