school,city,average badget,per student
144428,מעלה אדומים,10175267.25,35355.34139
320390,חיפה,10170158.54,145704.2771
442368,רחובות,10134416.77,25748.01009
120105,ירושלים,10134128.26,39804.1173
648329,רהט,10110498.54,18449.81485
344200,חדרה,10053928.23,26250.46535
440834,גדרה,10033486.71,20842.30724
370304,פרדס חנה-כרכור,10032267.98,25789.89197
328070,ערערה,10032109.82,116381.7844
541037,הרצליה,10028687.11,18313.89173
477901,ירושלים,10011058.16,13379.2959
160259,ירושלים,9998192.511,26064.10978
346023,מודיעין עילית,9978200.916,14524.30992
444620,גבעת שמואל,9972788.031,20090.22569
610287,חורה,9961367.895,175995.8992
444893,פתח תקוה,9955000.411,17087.19604
560508,גוש עציון,9947639.432,30970.23484
453605,נתניה,9941153.681,26160.93074
247148,נצרת,9890553.449,20070.11658
140764,אפרתה,9862297.347,33682.70952
248690,שפרעם,9856289.569,18910.7628
441444,ראש העין,9849763.119,16259.10056
240234,צפת,9848683.092,32654.78479
441451,ראש העין,9844634.631,16413.19545
444216,רחובות,9832488.467,17046.61662
620419,באר שבע,9826449.992,162152.6401
348359,מעלה עירון,9800997.36,21050.25206
470088,פתח תקוה,9765097.642,43439.04645
444133,רעננה,9761524.383,17767.609
444075,כפר סבא,9755855.633,15363.55218
520056,הרצליה,9745291.474,138035.29
770727,ירושלים,9745177.831,37195.33523
228064,נצרת,9737375.283,159629.103
266809,מודיעין מכבים רעות,9726663.592,73686.84539
420414,הוד השרון,9696418.074,111197.455
540856,בני ברק,9687164.069,18693.87123
540252,רמת גן,9678266.145,20188.28983
431189,נתניה,9663093.47,50016.01175
670323,אשדוד,9654767.397,37019.81364
244616,עכו,9653935.423,22844.1444
372243,כאוכב אבו אל-היג'א,9631811.321,21742.23775
444349,הוד השרון,9609536.212,15306.68399
648311,אל קסום,9608884.132,21286.85009
140772,ירושלים,9608343.861,23152.63581
570358,הרצליה,9598275.375,24189.20205
442806,באר יעקב,9598051.713,18901.24402
448241,טירה,9597706.201,17668.82585
770495,ירושלים,9586506.85,29533.29282
140871,ירושלים,9573329.1,32852.87955
444208,כפר סבא,9571718.979,15408.43364
249144,יפיע,9549683.824,18910.265
441576,צורן קדימה,9542091.768,16924.60406
640664,אופקים,9532227.467,17125.81291
144766,מטה בנימין,9530532.546,31516.31133
178079,ירושלים,9525115.953,29915.56518
348029,כפר קרע,9523913.928,17513.63356
278283,סח'נין,9501727.467,20173.51904
248146,נצרת,9499351.131,18677.45012
444695,יהוד נווה אפרים,9460268.22,16243.59241
140913,גוש עציון,9449120.163,31560.18758
470542,ראשון לציון,9448171.449,38532.50999
247155,טורעאן,9445165.582,19299.48014
247023,נצרת,9433294.217,20471.55863
360800,פוריידיס,9429564.573,19157.99385
444752,יהוד נווה אפרים,9420364.643,15763.66239
328039,אום אל-פחם,9406399.894,106890.9079
140905,מטה בנימין,9394035.426,21313.75026
140038,ירושלים,9386527.014,32345.02761
420224,נתניה,9372871.422,105788.6165
247312,כפר כנא,9372686.08,20949.23129
520023,בת ים,9365460.381,136921.9354
431254,רמלה,9358442.456,42850.01124
420505,רמלה,9325819.814,77072.89103
170407,ירושלים,9321129.698,60605.52469
170514,ירושלים,9320106.648,46647.18042
183236,ירושלים,9303499.483,15390.40444
441857,שומרון,9291812.15,44331.16484
348011,באקה אל-גרביה,9289486.538,25012.08007
470534,פתח תקוה,9287813.172,44999.09483
247296,ינוח-ג'ת,9269097.93,31314.52004
249151,אכסאל,9252882.48,17987.71866
420828,ראשון לציון,9252153.812,119228.7862
240440,מעלה אפרים,9216961.893,35559.26656
444398,רעננה,9166520.964,15557.57122
620153,אשדוד,9139392.53,93259.10745
141390,ירושלים,9114003.491,28970.13189
441733,רמלה,9113738.793,22003.23224
544130,הרצליה,9107726.797,18070.8865
420356,פתח תקוה,9097701.049,130714.0955
442319,נחל שורק,9093661.278,24108.32788
444232,פתח תקוה,9084220.745,18426.41125
248823,מעיליא,9075655.271,24150.22691
220384,עפולה,9070694.569,143523.6482
644781,נתיבות,9070230.854,38596.72704
442350,עמק חפר,9067336.146,87861.78436
540500,מודיעין מכבים רעות,9052411.131,18133.8364
620526,אשדוד,9052341.717,139266.7956
770941,רמת נגב,9046752.758,26329.31536
570085,תל אביב-יפו,9038337.03,57716.07299
248187,ירכא,9036351.765,18677.8664
440941,כפר סבא,9034502.659,23296.80933
244269,מגדל העמק,9031879.735,24744.87599
421172,חדרה,9018859.748,106858.5278
220038,עכו,9008728.72,82196.42993
160739,ירושלים,8998484.565,5833.323327
142075,ירושלים,8995683.875,22410.77198
444166,רחובות,8959963.606,17554.78763
140160,ירושלים,8928274.916,25789.35562
420539,ראש העין,8916590.082,130359.5041
540567,ירושלים,8880477.617,14213.31245
247338,יפיע,8877327.048,18823.8487
444422,גני תקוה,8877003.192,14924.34968
444919,פתח תקוה,8875573.059,17872.68034
620104,באר שבע,8872595.662,121542.4063
370262,אור עקיבא,8844119.197,54391.87698
248278,סח'נין,8834417.45,22030.96621
641233,ירוחם,8833083.722,29761.06375
420562,פתח תקוה,8828386.333,13275.76892
560722,ירושלים,8818088.683,30886.47525
440263,פתח תקוה,8817404.826,17350.2653
544692,חולון,8813049.622,31633.34394
141028,גוש עציון,8802548.103,29381.00168
420521,פתח תקוה,8793391.934,118829.6207
713131,כפר מנדא,8774710.563,22422.5994
347096,"בסמ""ה",8767221.132,21722.54988
444190,רעננה,8759990.335,17711.2623
660498,הערבה התיכונה,8759047.733,28346.43279
640490,מצפה רמון,8755571.706,34443.63378
640607,אל קסום,8721203.532,17920.28123
420000,אכסאל,8717236.637,18991.80095
247478,ירכא,8711742.437,19385.27467
370080,חוף הכרמל,8711722.321,44629.72501
144568,ירושלים,8704079.744,74393.84396
420257,רעננה,8694954.652,104006.6346
540393,בני ברק,8674702.107,23753.29164
220434,עמק המעיינות,8655127.499,108460.2443
630764,אשדוד,8651316.019,53535.3714
195412,ירושלים,8638860.554,77687.59491
244483,כפר ורדים,8615548.541,23036.22605
322040,טירת כרמל,8614481.445,118656.7692
540377,בני ברק,8609655.536,36887.9843
140236,ירושלים,8599318.255,22534.90109
193003,ירושלים,8573684.539,16109.89203
186908,מטה בנימין,8571367.223,27193.42393
378026,עספיא,8563570.792,19348.32985
340042,קרית ים,8545363.309,37414.02499
340125,קרית אתא,8539968.009,28968.68388
227694,שלומי,8530000.952,30269.6982
544668,בת ים,8516682.626,25560.27199
470302,רחובות,8486778.355,60019.64891
541367,בני ברק,8479095.031,41686.79956
420786,עמק חפר,8470821.143,73150.44165
441667,כפר סבא,8462643.124,28417.20324
640250,אל קסום,8459076.561,17833.61186
141291,מטה בנימין,8447832.673,47999.04928
240572,עמק יזרעאל,8432098.082,23527.05938
420331,לוד,8420198.52,107400.4913
240176,עמק יזרעאל,8414350.099,27390.46256
120212,ירושלים,8410972.181,155758.7441
141739,בית אל,8410436.996,33190.3591
178178,ירושלים,8410395.599,16634.48497
644146,אשדוד,8408772.178,99160.04927
644054,אילת,8404585.82,127342.2094
444844,שוהם,8388308.769,19991.20298
420067,כפר סבא,8369940.089,89231.77067
544171,הרצליה,8358104.834,18209.37872
244111,מעלות-תרשיחא,8357739.013,28819.7897
660233,נווה מדבר,8333889.192,14468.55762
540443,רמת גן,8312464.862,21886.4267
141754,ירושלים,8302139.269,32029.85829
844043,הגלבוע,8292616.153,84274.5544
247056,נצרת,8280224.39,18302.88327
442426,פתח תקוה,8272445.229,29107.8298
320580,זבולון,8270071.49,94623.24359
148106,ירושלים,8253899.607,14518.73282
353706,בנימינה גבעת עדה,8250472.639,218266.4719
220376,טבריה,8249473.079,115863.3859
228247,נצרת,8249063.025,83492.54074
247072,עילבון,8245434.396,27158.87482
580027,מקווה ישראל,8230153.233,37683.8518
540674,בת ים,8213042.162,27728.02891
680108,שדות נגב עזתה,8194790.483,40689.12852
340232,חיפה,8192234.47,27940.77241
342337,אום אל-פחם,8191980.006,17155.97907
178061,ירושלים,8178938.82,11957.5129
441352,רמלה,8174431.044,21962.46922
771089,ירושלים,8173572.215,24828.59117
620252,אשדוד,8172702.754,140103.4758
320440,פרדס חנה-כרכור,8142332.564,81586.49864
348342,באקה אל-גרביה,8134531.519,18786.44693
570945,חולון,8120146.329,41429.31801
444067,כפר סבא,8100011.618,22203.97921
148239,ירושלים,8093731.716,16771.09763
358127,ירושלים,8083060.698,220848.6529
444943,יהוד נווה אפרים,8065264.422,28990.88577
440313,רחובות,8062673.749,21409.11776
440966,אלפי מנשה,8057732.594,17261.63795
648170,נווה מדבר,8047794.523,35328.33416
540153,תל אביב-יפו,8028660.968,24749.26316
512491,הגליל התחתון,8026103.145,209832.762
344101,חיפה,8015729.334,29643.96943
620005,אשדוד,8009164.365,19364.51732
248260,בענה,7995779.944,25303.10109
320200,מנשה,7987728.835,36110.88985
627067,תל שבע,7973857.237,131581.8026
249052,נצרת,7968182.394,23285.16188
480095,גזר,7960076.704,19020.49392
348292,"בסמ""ה",7956908.961,19331.65442
520619,בת ים,7946468.571,60939.17616
540385,בני ברק,7935151.248,26917.06665
444612,לוד,7921101.738,25114.46334
180034,מטה יהודה,7914559.693,27731.46354
440727,לוד,7909411.925,20608.1603
185157,ירושלים,7892160.951,19174.34633
441360,רמלה,7882207.286,20963.31725
144758,ירושלים,7879707.346,40491.81576
320150,זבולון,7867248.777,67704.37846
348276,"בסמ""ה",7845569.563,19410.11767
320317,זכרון יעקב,7834309.494,76209.23632
320556,קרית אתא,7832443.168,77548.94225
520585,בת ים,7815527.026,112941.142
340240,חיפה,7813591.948,29845.65297
340356,חדרה,7805462.155,43703.5955
420174,דרום השרון,7794745.413,114966.7465
344473,קרית אתא,7791732.393,30748.74662
230821,טבריה,7777264.454,61046.03182
420158,ראשון לציון,7773966.079,89976.45925
444414,רעננה,7770416.402,20809.89931
120436,ירושלים,7768552.638,140226.5819
348102,אום אל-פחם,7754772.379,47575.29067
192997,ירושלים,7737472.836,17356.37693
571125,הרצליה,7709569.036,56604.76531
420133,באר יעקב,7706958.479,63799.32516
428029,טירה,7701707.228,80226.11696
247080,נצרת,7678851.423,19509.27699
340166,חיפה,7663404.097,25060.18344
141168,ירושלים,7663197.461,29864.37047
160598,ירושלים,7657659.348,39842.14021
442780,מודיעין מכבים רעות,7648769.772,22873.11535
630160,באר שבע,7642315.181,58249.35352
444026,גדרה,7638161.194,26211.94644
442830,סח'נין,7631359.042,17774.9046
170175,ירושלים,7604128.594,42816.03938
440156,רמלה,7585252.459,21986.23901
670828,יואב,7582549.472,58059.33746
220103,בית שאן,7574156.26,127083.1587
198085,ירושלים,7568850.283,16664.13536
160416,ירושלים,7560153.238,27312.69233
344507,חיפה,7520342.536,18782.07427
170043,ירושלים,7480837.649,35555.31202
627026,ערערה בנגב,7449175.726,88051.72253
420240,פתח תקוה,7448362.697,31668.20875
421081,גדרה,7440577.354,136775.319
384123,פרדס חנה-כרכור,7431163.318,95762.41389
344333,נשר,7429811.065,23088.28796
482059,אורנית,7409189.49,20439.14342
450270,מודיעין מכבים רעות,7401792.973,22649.3053
641332,דימונה,7387004.102,30349.23625
644211,באר שבע,7367319.716,77387.81214
144212,קרית ארבע,7366782.179,46507.46325
120071,ירושלים,7344717.452,120011.7231
199919,ירושלים,7335149.294,29061.60576
370023,זבולון,7333333.803,45379.54086
648154,חורה,7329867.78,23210.47429
541482,בני ברק,7320676.467,13781.39395
220442,עכו,7302080.567,132765.1012
244624,בית שאן,7296600.65,33409.34363
444455,כוכב יאיר,7289116.598,15797.82531
520288,תל אביב-יפו,7269026.814,63651.72341
520601,רמת גן,7237605.962,41691.27858
228361,כסרא-סמיע,7235189.133,114844.272
455147,ירושלים,7219948.256,81305.7236
249029,נצרת,7219045.304,22461.24861
620435,אופקים,7209094.026,75094.72944
120527,ירושלים,7209001.059,76044.31497
420372,עמק חפר,7207956.62,41094.3935
442079,קרית עקרון,7201475.885,18436.95823
499681,נס ציונה,7197657.321,20706.72417
627042,תל שבע,7196897.863,101080.0262
425900,ראשון לציון,7183168.969,75137.75072
120428,ירושלים,7166447.251,136244.2443
540245,בני ברק,7159819.038,47353.30052
442392,ראשון לציון,7149360.694,21547.1992
344465,חיפה,7141205.89,106267.9448
541680,בני ברק,7140013.52,28110.28945
641183,אשקלון,7130149.907,22478.4045
420026,אלקנה,7120492.56,19801.14728
331017,עמק יזרעאל,7117373.67,49841.55231
195404,ירושלים,7114022.252,66610.69524
627034,רהט,7105410.299,85094.73412
234021,מטה בנימין,7085193.043,35390.57464
384040,ג'סר א-זרקא,7078284.423,18709.12182
249326,ינוח-ג'ת,7068741.959,19811.49652
620112,אשקלון,7068356.202,128984.6022
442012,חבל מודיעין,7062704.436,74816.78428
247205,ריינה,7057270.205,24693.03781
520502,חולון,7032402.505,152216.5044
228163,אעבלין,7029285.229,74462.76725
541128,בני ברק,7024684.148,21802.24751
540484,תל אביב-יפו,7002483.966,22300.90435
140822,ירושלים,6994507.867,16349.94826
347021,חיפה,6993506.703,18472.01982
120113,ירושלים,6988757.996,82220.6823
442897,קרית שמונה,6984660.292,34715.01139
611483,תל אביב-יפו,6966380.545,39581.70764
420141,עפולה,6941337.216,68862.47238
770222,בני ברק,6938274.863,35654.03321
175448,בית שמש,6933770.089,84972.67266
520171,תל אביב-יפו,6933743.468,65660.44951
221937,נהריה,6925404.939,60749.16613
444141,פתח תקוה,6906977.936,82422.17108
132019,ירושלים,6905553.726,105267.5873
542092,מקווה ישראל,6899936.666,19008.08999
249318,עג'ר,6874654.198,23903.52642
344598,אור עקיבא,6868612.286,27063.09017
120485,ירושלים,6860022.064,58632.66721
142265,הר חברון,6857083.258,41357.55885
124024,ירושלים,6850923,107381.2382
420976,חוף השרון,6837386.594,39706.07778
470641,לוד,6831244.986,45360.19247
570580,תל אביב-יפו,6830764.335,49001.17887
544148,הרצליה,6811332.36,16178.93672
480012,רעננה,6804457.631,51007.92827
168419,ירושלים,6797500.627,28135.35028
544122,הרצליה,6782343.525,16011.19812
648220,נווה מדבר,6778572.27,18261.23995
141101,מטה בנימין,6748662.291,26611.44437
544056,תל אביב-יפו,6747983.873,98654.73499
220459,צפת,6738661.531,81779.87294
640615,אבו סנאן,6718223.687,22319.68002
640144,אל קסום,6716024.323,84584.68921
320457,חדרה,6715120.659,179548.6807
344556,מעלה עירון,6714929.505,18529.05493
470815,ירושלים,6711649.994,99579.37677
384008,קרית מוצקין,6711108.959,37037.02516
456913,רמלה,6704658.382,17860.03831
348284,כפר קרע,6686000.688,18908.37299
620567,אשדוד,6678826.876,61840.98959
344150,חיפה,6658098.546,34426.56953
648287,נווה מדבר,6657189.91,14959.97733
640953,אשדוד,6646696.203,17025.34888
344291,נשר,6640523.321,21448.71874
374249,זכרון יעקב,6617868.425,25067.68343
640276,חורה,6588865.773,17257.37499
440131,נתניה,6560200.909,24830.43493
660092,אשקלון,6551161.717,41306.1899
741140,גזר,6528049.04,81600.613
142166,מטה בנימין,6520993.887,34946.37667
148072,ירושלים,6504299.085,17947.84516
441584,לוד,6486864.579,25968.2329
240630,גולן,6479289.342,42795.83449
240085,נהריה,6467078.34,29747.37047
571141,חולון,6449906.811,62499.097
540898,תל אביב-יפו,6444251.177,30057.14168
162016,ירושלים,6439445.504,71390.74838
353599,בית שמש,6434425.474,27639.28468
460667,בית שמש,6432782.705,27211.43276
770214,עמק חפר,6429256.653,66280.99642
620062,אשקלון,6417546.951,79820.2357
284091,ביתר עילית,6414015.663,13781.72682
540450,חולון,6410033.961,18930.99221
533208,תל אביב-יפו,6405281.274,47446.52796
640441,משגב,6404845.708,64695.41119
240655,גולן,6397636.495,56716.6356
520072,חולון,6381301.773,73687.08745
120014,מטה יהודה,6381225.985,135770.7656
571281,תל אביב-יפו,6361891.718,20364.57016
189001,אלעד,6361843.473,22704.65194
442657,ירושלים,6330201.993,42145.15309
420513,ראש העין,6319322.279,119684.1341
520304,ירושלים,6308304.357,110672.0063
841213,שדות נגב עזתה,6307442.62,31132.49072
440255,נתניה,6301573.436,23065.78856
560342,בני ברק,6299682.052,18861.32351
470526,הוד השרון,6297004.392,43912.16452
248724,נצרת,6294420.42,16966.09278
140848,בית שמש,6290877.879,32867.70052
338038,ירושלים,6279974.743,42604.98469
442855,ירושלים,6279291.671,20308.18781
548404,תל אביב-יפו,6275992.484,20644.71212
359489,טורעאן,6275458.54,18699.22092
640508,ערד,6240573.872,33300.82109
771105,תמר,6225854.184,29874.54023
370494,"בסמ""ה",6214973.363,23649.0615
477166,שגב שלום,6210735.488,18226.66321
240531,חצור הגלילית,6203246.423,19228.91018
440354,קלנסווה,6189380.483,23391.46063
620211,דימונה,6183476.258,136802.5721
640987,אשדוד,6178759.885,15347.14328
338830,אלעד,6173126.268,40506.07787
470377,יבנה,6149210.707,37958.09078
640649,חוף אשקלון,6146174.358,33622.39802
442566,טירה,6145152.04,16859.12768
641050,ערערה בנגב,6138490.464,19303.42913
441618,לוד,6137012.228,36142.59263
420497,יפיע,6134696.253,39375.45733
421131,פתח תקוה,6131223.994,56456.94286
420307,לוד,6115524.961,85651.6101
444372,פתח תקוה,6114426.194,77202.35094
340331,חיפה,6108484.53,20539.62519
144097,ירושלים,6107359.135,22289.63188
444703,פתח תקוה,6091402.936,18096.85958
541490,בני ברק,6087949.322,18789.96704
540534,רמת גן,6039739.504,26305.48565
189076,ירושלים,6036036.37,23108.86818
338061,ירושלים,6013915.395,102626.5426
421040,הוד השרון,6008362.477,143056.2495
220525,משגב,5994375.665,98917.09018
620427,מרחבים,5991901.382,104388.5258
644666,דימונה,5981798.879,29730.61073
160648,ירושלים,5967827.136,27175.89771
247049,נצרת,5965764.617,19637.14489
214098,נהריה,5956505.089,24492.20842
961003,עמק המעיינות,5950820.286,53707.76431
431171,לוד,5948933.044,50758.81437
384099,כפר קרע,5944673.481,166673.0882
288209,טמרה,5941922.132,21145.63036
195958,ירושלים,5936643.646,81547.30283
313569,רכסים,5934466.646,99906.84589
520593,בני ברק,5920368.891,79361.51329
519090,ערערה בנגב,5918557.39,28183.60662
711051,פתח תקוה,5892637.017,21350.13412
340695,רכסים,5881661.232,19360.30689
441824,לוד,5880588.586,30756.21645
448266,טירה,5861496.2,23904.96003
141119,ירושלים,5819209.875,20490.17562
142174,אפרתה,5811335.183,42172.24371
499806,מגדל העמק,5810249.753,24936.69422
644435,מצפה רמון,5802477.731,26066.83617
641001,אופקים,5799797.809,46848.12447
267476,מג'ד אל-כרום,5797544.656,103527.5831
640425,נתיבות,5793315.865,30815.50992
184085,ביתר עילית,5784924.728,14404.69305
442244,פתח תקוה,5782864.356,30564.82218
448233,קלנסווה,5777213.792,19231.73699
479428,כפר יונה,5765676.144,17314.34277
448340,כפר ברא,5737096.151,22766.25457
428078,כפר קאסם,5726473.631,123949.6457
420570,בעיינה-נג'יידאת,5718820.572,19839.79383
249177,מסעדה,5716208.508,22294.10494
177287,ירושלים,5706144.198,42456.43004
340554,זכרון יעקב,5701964.17,32657.29765
455188,פתח תקוה,5693735.74,35497.10561
240804,קרית שמונה,5690058.19,57359.45756
520262,גבעתיים,5690041.172,32739.0171
641324,ירוחם,5679574.582,29427.84757
374199,ג'סר א-זרקא,5679071.003,26966.14911
522482,ירושלים,5667411.619,41142.73408
860353,גולן,5665668.873,40125.13366
480103,כפר סבא,5664308.243,16206.89054
240218,קרית שמונה,5661674.29,39046.02959
570176,בני ברק,5658436.077,43392.9147
441204,פתח תקוה,5657987.112,21383.17125
249011,עילבון,5637337.052,18766.10204
344044,חיפה,5630675.161,71094.38334
120238,מטה יהודה,5625508.866,56142.80305
420547,נתניה,5610193.874,56101.93874
541060,בני ברק,5607285.094,18892.46999
460410,קדומים,5599412.335,55330.16141
620534,באר שבע,5588116.924,25516.51563
239863,בית שמש,5575040.09,58684.63253
544577,תל אביב-יפו,5572338.128,25821.77075
521203,פתח תקוה,5569783.016,49509.18236
441220,שומרון,5549470.195,41475.86095
338525,ערערה,5531704.446,16253.78388
141010,ירושלים,5519124.231,29048.02227
641118,באר שבע,5494164.169,39244.02978
247064,נצרת,5490907.511,20246.70911
410480,ירכא,5489072.26,97670.32491
440362,רחובות,5479176.065,32154.78911
240812,הגליל התחתון,5476674.868,35017.10273
460253,טמרה,5473346.175,34685.33698
620054,באר שבע,5466474.864,128321.0062
460691,מעלות-תרשיחא,5451506.221,28100.54753
410076,יבנה,5443139.474,32438.2567
544676,אזור,5434861.757,20054.84043
540617,הגלבוע,5434837.573,21375.95899
482034,לב השרון,5422440.812,157172.1974
520270,ירושלים,5410002.654,58676.81837
228254,שפרעם,5409678.997,107334.9007
140053,ירושלים,5402516.944,19212.36466
420364,ראשון לציון,5372471.66,89840.66321
471029,נתניה,5364288.147,25964.60865
719542,גני תקוה,5359966.34,20264.52302
117010,ירושלים,5357895.855,8304.24032
280016,עמק יזרעאל,5353671.265,72542.97108
448191,זמר,5348840.852,21655.22612
715623,ירושלים,5334389.538,13539.05974
270249,טבריה,5321417.514,53535.38746
573105,תל אביב-יפו,5319301.776,18534.15253
260471,מטה אשר,5317649.014,20421.07916
244194,רמת ישי,5314831.716,17633.81458
610360,נווה מדבר,5314411.842,91104.203
640565,משגב,5311949.751,16513.83342
420463,מעלה אדומים,5303977.092,101608.7565
540237,רמת גן,5267190.58,20591.04996
220426,כרמיאל,5265687.803,114971.3494
520148,ביתר עילית,5262784.416,57579.6982
370551,ירושלים,5262466.822,40232.92677
228494,אכסאל,5253201.908,63291.58925
420273,אלעד,5246883.368,42657.58836
644831,אשקלון,5233525.905,22558.30132
117002,ירושלים,5223338.584,7543.816557
442723,ירושלים,5219598.719,46355.22841
226670,בית שמש,5193738.99,40831.28137
247387,ירכא,5191217.229,26165.40942
166769,בית שמש,5185729.943,18093.96352
442046,צורן קדימה,5181587.956,15523.03162
244566,מרום הגליל,5176566.832,49966.86132
347039,חיפה,5153121.146,20913.64101
541656,אור יהודה,5148959.016,33391.43331
441899,נתניה,5140880.377,31733.82949
220533,מטה אשר,5134394.48,123422.9442
340737,חיפה,5134281.317,27692.99524
248831,מג'ד אל-כרום,5131719.872,29058.43642
371112,יפיע,5090186.75,16200.46706
441972,כפר סבא,5068474.921,27516.15049
472332,נצרת,5052540.583,14518.79478
226688,ירושלים,5037895.273,17170.74054
641399,קרית גת,5023073.714,27905.96508
540807,תל אביב-יפו,5008259.935,16474.53926
541235,בני ברק,4996292.752,20714.31489
444646,ראשון לציון,4994144.711,24481.10153
247361,אבו סנאן,4992967.07,50332.32933
220129,עפולה,4988812.922,77226.20622
142190,ירושלים,4983301.295,17734.16831
770412,אשדוד,4977856.754,23436.23707
641241,אשקלון,4972683.249,46560.70458
168054,גוש עציון,4971312.58,88143.84007
442434,אלעד,4955142.178,27963.55631
428011,טייבה,4932338.606,91679.15625
685586,אל קסום,4930466.918,31254.94084
526970,פתח תקוה,4929050.576,116434.2656
260497,מעלה אדומים,4924394.376,35224.56635
540427,בני ברק,4923402.972,60782.75274
641290,אשדוד,4920709.25,15571.86472
440321,עמק חפר,4904863.568,30578.94993
247098,גוש חלב,4880528.604,27023.96791
410001,לוד,4878363.939,13242.03024
544288,הרצליה,4871958.102,15838.61542
344036,חיפה,4868998.916,117608.6695
585851,עכו,4866245.103,35913.24799
384230,עספיא,4856131.681,18552.55656
640821,אשדוד,4848064.476,26008.92959
220020,נהריה,4830138.641,94708.6008
239871,ירושלים,4808280.412,5635.584168
359182,אכסאל,4795853.142,63944.70856
472555,פתח תקוה,4776396.776,33542.11219
268029,אבו גוש,4774615.077,79576.91795
770503,נתיבות,4743995.076,24682.59665
440412,ירושלים,4730557.003,5663.981086
721175,בית שמש,4728678.457,27545.69975
548024,תל אביב-יפו,4726307.909,7468.881019
610170,אילת,4725703.476,49021.82029
270470,בית שאן,4723159.666,41214.30773
542076,בת ים,4722881.997,30788.01823
340273,חדרה,4709147.983,42272.42355
359174,אכסאל,4708541.578,78475.69297
541979,אור יהודה,4706728.386,40435.81088
660175,אילת,4694279.257,39714.71453
841247,גולן,4694218.254,49102.7014
620302,ירושלים,4684671.141,137784.4453
520346,נצרת,4663760.151,53483.48797
570069,תל אביב-יפו,4654900.696,37600.16717
228353,בעיינה-נג'יידאת,4652188.743,119286.8908
214007,עפולה,4637465.974,30152.57461
731182,מודיעין מכבים רעות,4634562.44,197215.423
620260,ירושלים,4634377.938,159806.1358
244228,עפולה,4619224.319,25662.35733
541532,חולון,4601309.654,26203.35794
140889,קרית ארבע,4600691.421,27320.02032
240820,מטה אשר,4594622.467,43925.645
339408,כרמיאל,4578015.327,44882.5032
448290,כפר קאסם,4574041.963,20753.36644
348193,חיפה,4555358.514,20427.61665
338509,בית אריה,4553533.76,20148.37947
271015,כרמיאל,4552813.639,21274.83009
444497,רחובות,4537812.785,19627.21793
640383,קרית גת,4535885.827,25340.14428
284026,מודיעין עילית,4526607.573,11975.15231
722272,בית שמש,4512156.475,84339.37336
460725,דרום השרון,4510851.804,30032.30229
640003,אשדוד,4509172.145,26618.48964
160754,ירושלים,4498217.696,87513.96295
540658,ירושלים,4497436.985,19056.93638
474460,רחובות,4490018.388,17121.1378
525113,בני ברק,4489271.914,63949.74236
440594,מודיעין מכבים רעות,4483237.797,38122.77039
541565,בני ברק,4482420.81,35688.06377
338731,אום אל-פחם,4480501.316,91067.09992
338202,מודיעין עילית,4477519.9,85448.85305
320432,חדרה,4474076.144,92439.58976
541862,בני ברק,4444656.483,47485.64618
510008,אור יהודה,4434156.758,33389.73462
620187,אשדוד,4433475.215,130396.3299
367748,מנשה,4433192.791,85582.87242
729418,ירושלים,4431090.385,108075.3752
729285,קרית גת,4424807.395,41547.48728
246983,מגדל העמק,4408952.477,25309.71571
277012,נצרת,4398491.36,20121.18646
519108,רמלה,4375226.29,40889.96533
421099,גדרה,4368118.658,96639.79332
660225,אל קסום,4358988.728,20032.11731
456616,חוף השרון,4355344.18,120981.7828
347153,ירכא,4348438.822,80826.00041
519116,רחובות,4347959.518,46502.24083
141895,ירושלים,4344908.29,12623.20828
240796,טבריה,4339276.269,43654.69084
141002,גבעת זאב,4336185.182,20707.66562
165845,ירושלים,4330452.032,85921.6673
620336,באר שבע,4318982.789,86035.51373
228296,ג'דיידה-מכר,4318817.81,98154.95023
470013,מטה יהודה,4316707.782,48070.24256
421107,לוד,4308634.417,117082.457
165118,ירושלים,4296763.8,51519.94964
482257,גבעת שמואל,4292892.198,15115.8176
140608,ירושלים,4291773.673,33953.90564
162057,ירושלים,4278236.487,33319.59881
570705,תל אביב-יפו,4275727.575,39960.0708
640375,הר חברון,4255135.378,44603.09621
440446,ירושלים,4255125.392,27033.8335
142281,מטה בנימין,4251152.482,34118.39873
223362,ירושלים,4242336.516,157123.5747
442517,אלעד,4235550.959,20111.82792
248781,נצרת,4226786.422,16344.88176
508101,אור יהודה,4218262.148,28656.6722
526889,רמת גן,4213118.66,97979.50372
421198,ראשון לציון,4213074.94,36194.80189
140251,מבשרת ציון,4210373.775,38984.94236
441949,רמלה,4201683.328,36346.7416
540039,תל אביב-יפו,4191706.559,32443.54922
162628,ירושלים,4186887.244,53404.17403
244632,נוף הגליל,4179171.662,94551.39507
120477,ירושלים,4176145.142,42268.67553
442004,פתח תקוה,4167054.568,17523.35815
120055,ירושלים,4165737.972,117676.2139
620476,ירושלים,4162030.09,148643.9318
144592,ירושלים,4143967.972,30879.04599
359323,חיפה,4137508.233,15913.4932
378117,ראמה,4126232.221,27110.59278
353441,נצרת,4123146.638,31188.70377
620047,באר שבע,4115153.891,139971.2208
723684,בני ברק,4115144.32,15950.17178
328088,חיפה,4113176.944,96102.26505
441592,מטה בנימין,4108013.047,24628.37558
729244,נס ציונה,4099365.992,16835.17861
422097,מטה יהודה,4084572.836,51185.12326
520767,בני ברק,4074983.732,52784.76337
460642,רמלה,4014071.46,28388.05842
