school,city,average badget,per student
186783,ירושלים,4012729.778,11744.57496
520296,בני ברק,4011007.154,71881.84863
614321,דימונה,4004958.03,30712.86833
441477,ראשון לציון,4001805.819,20649.15284
184010,ירושלים,3986116.625,5010.201891
480129,עמק חפר,3983257.61,65514.10543
620088,קרית מלאכי,3977817.552,92507.38494
615948,ירושלים,3966717.747,25591.7274
228379,אבו סנאן,3958740.182,101506.1585
384370,זכרון יעקב,3951143.114,23802.06695
420620,ביתר עילית,3951066.681,54272.89397
244608,טבריה,3941292.644,20253.30238
178137,ירושלים,3932879.486,10606.47111
340596,חדרה,3932518.803,25338.39435
641258,אשקלון,3927640.198,33060.94443
441832,פתח תקוה,3923796.353,26583.98613
480194,ראשון לציון,3922614.921,16871.46202
470583,פתח תקוה,3913076.821,28314.59349
670208,אילת,3911579.682,37611.3431
372318,ירושלים,3902735.795,16127.00742
560219,בית שמש,3898109.552,15897.67354
460576,לוד,3887111.012,28005.12257
640458,מזרעה,3876742.696,22626.9029
771030,מגדל העמק,3840779.411,35043.60776
359067,ירושלים,3836575.312,36538.81249
508093,אור יהודה,3831861.302,36774.10078
670836,באר שבע,3822786.533,25656.28546
442400,פתח תקוה,3822770.146,73514.8105
338384,פרדס חנה-כרכור,3812885.178,28798.22642
342170,אור עקיבא,3806611.507,32986.2349
267211,כפר כנא,3795422.27,76520.61028
344580,חיפה,3793812.083,36131.54365
346494,ירושלים,3793637.039,19006.19759
370403,חיפה,3783898.527,37538.67586
442889,שפרעם,3779695.704,21660.1473
320119,חיפה,3771083.337,24204.64273
440677,ירושלים,3764304.562,24317.21293
278234,מג'ד אל-כרום,3750960.438,29032.20153
228130,טמרה,3743066.382,83179.25294
542027,אור יהודה,3738068.177,26436.12572
644369,אשדוד,3735150.489,24222.76582
540518,תל אביב-יפו,3718208.418,33801.89471
470849,רחובות,3702577.835,38249.77102
160580,גוש עציון,3696560.162,29715.11384
228312,כפר כנא,3695208.186,82852.20148
120329,ירושלים,3694186.401,16914.7729
338129,ביתר עילית,3687220.638,22105.63931
442343,פתח תקוה,3676646.231,23299.40577
540625,ירושלים,3661642.051,17883.47766
384305,פרדס חנה-כרכור,3649382.05,21509.128
197798,בית שמש,3648077.325,14085.24064
530741,בני ברק,3645484.764,99603.40886
540542,פתח תקוה,3632338.297,18659.27208
420745,אבו גוש,3623573.026,74867.21128
841155,כפר קמא,3618994.912,25630.27558
519314,רהט,3611382.957,18394.1407
174391,ירושלים,3604518.582,31508.02956
641316,שדות נגב עזתה,3599616.935,32546.26523
444687,ראשון לציון,3597888.701,19117.36823
442301,פתח תקוה,3592785.545,21591.25929
680082,שפיר,3591450.974,22759.51188
731687,רמת גן,3590150.03,61899.13845
240622,גולן,3584938.797,53347.30352
440503,פתח תקוה,3546435.94,15155.70915
441378,רמלה,3537132.134,28433.53806
378042,כפר קרע,3523741.953,28741.77776
228338,ירכא,3518097.838,58440.16343
770834,ירושלים,3517918.792,44343.51418
641415,ירושלים,3516438.876,26843.04485
120543,ירושלים,3516009.336,90154.08554
120006,ירושלים,3513856.223,122221.086
140525,ירושלים,3506915.582,38285.1046
620344,שדרות,3501219.581,153562.2623
270538,עמק הירדן,3496589.43,20689.87828
226803,בית שמש,3493884.187,18028.29818
714204,ירושלים,3481644.655,8893.089796
372896,נצרת,3478707.464,43702.35508
525089,בני ברק,3471782.68,85092.71274
228205,סח'נין,3469282.68,108415.0838
620385,קרית שמונה,3469056.707,198231.8118
267955,ירושלים,3455823.502,5185.809576
718965,בקעת הירדן,3442235.145,43027.93931
411777,בית שמש,3425270.67,97308.82585
384164,פרדס חנה-כרכור,3424074.648,118891.4808
520676,באר טוביה,3422702.7,20618.69097
199109,ירושלים,3416601.656,18290.15876
725689,פתח תקוה,3415443.49,117773.9134
187575,ירושלים,3415075.004,6727.886139
343996,ירושלים,3411684.943,16973.55693
442384,רעננה,3409988.881,27279.91105
442905,כפר סבא,3405930.94,71253.78535
178194,ירושלים,3403326.705,7617.114381
519124,דימונה,3399241.49,40227.70994
448142,רמלה,3394823.832,17608.00743
424556,עראבה,3374277.362,108847.6568
544478,בת ים,3370255.278,20351.78308
475616,מודיעין עילית,3370098.668,102903.7761
499624,עכו,3358067.06,25401.41498
770750,חולון,3352195.189,27121.3203
520098,הרצליה,3332970.539,31266.14014
348334,פוריידיס,3329358.99,27744.65825
770529,אבן יהודה,3326805.505,6363.438227
729053,מגדל העמק,3321132.185,36495.95808
278051,עין מאה'ל,3320997.2,30580.08471
455931,פתח תקוה,3317976.29,43888.57527
220202,עפולה,3312507.406,102237.8829
644393,באר שבע,3302656.014,19776.38332
515486,בני ברק,3292754.548,50347.92887
240697,מגדל העמק,3290894.045,33241.35399
520353,טמרה,3285603.438,49038.85729
711903,אלעד,3284842.14,16181.48837
521476,מטה בנימין,3265995.993,24014.67642
170035,ירושלים,3247540.825,29958.8637
340612,חיפה,3237528.657,24865.8115
184002,בית שמש,3230815.157,15837.3292
420638,ירושלים,3226642.484,55250.72747
442186,נתניה,3225168.02,19689.67045
338541,חדרה,3194386.598,33344.32774
460436,ירושלים,3185845.649,26682.12436
228346,ירכא,3166305.296,95948.64534
140954,מטה בנימין,3164389.897,21011.88511
711564,ביתר עילית,3163839.698,31247.79948
278044,שפרעם,3158820.117,28457.83889
620229,בית שמש,3156166.912,123771.2515
526921,בת ים,3152461.575,70577.49795
715235,אלעד,3150394.37,15831.12749
338095,ירושלים,3133327.29,20668.38582
644328,באר שבע,3126899.743,28952.77539
359034,מג'ד אל-כרום,3121731.542,88184.50684
248757,ג'דיידה-מכר,3117557.012,23230.67818
715920,קצרין,3116430.463,25268.35511
373183,ביתר עילית,3114272.641,18022.41112
228288,עראבה,3095516.335,119981.2533
421123,רעננה,3082677.172,100086.9212
729012,זבולון,3079294.915,18949.50717
611475,מטה בנימין,3068771.668,36642.04976
620377,אשקלון,3062744.841,78531.91901
120030,ירושלים,3053850.816,63621.89199
244517,מגדל העמק,3053198.504,29471.02803
544619,תל אביב-יפו,3049198.04,13361.9546
670562,קרית מלאכי,3047001.203,41854.41213
340653,חדרה,3045089.52,26571.46178
228262,כפר מנדא,3042931.325,114395.9145
228650,מג'ד אל-כרום,3038572.408,52752.9932
148189,ירושלים,3036719.57,8089.290276
197723,מבשרת ציון,3010802.455,79231.64354
620278,גבעת זאב,3009742.49,92134.97418
719591,גולן,3006057.807,62194.29945
238527,בית שמש,2998104.552,28124.80818
420059,מבואות החרמון,2979950.615,87133.0589
278275,טמרה,2976228.416,27506.73213
641407,ירושלים,2974712.886,16572.21663
627018,כסיפה,2972522.905,94067.18055
370833,קרית אתא,2970726.091,39191.63708
441568,מזכרת בתיה,2969366.929,19219.20342
660365,שדות נגב עזתה,2954639.026,26009.14636
420208,שומרון,2954499.515,75369.88558
420968,ראשון לציון,2953031.824,85347.74058
374751,פוריידיס,2949718.627,60198.33932
220509,עפולה,2934599.659,21265.21492
540476,תל אביב-יפו,2913507.599,19092.44822
144238,ירושלים,2907744.588,10026.70548
240341,מגדל העמק,2899550.02,21833.96099
641365,אשכול,2899317.062,25037.28033
620351,אשקלון,2887776.765,53084.1317
140632,ירושלים,2880904.609,19206.03073
566943,חולון,2871900.384,83243.4894
620443,ירושלים,2869075.261,114763.0104
320598,מנשה,2862330.904,63891.31482
340711,רכסים,2854126.218,36219.87586
278176,נחף,2852506.83,30540.75835
441188,רעננה,2845777.844,18218.80822
362251,מודיעין עילית,2839981.712,47650.69986
560045,בני ברק,2826370.497,20362.89983
640391,אשכול,2820082.401,26355.91029
460246,בית שמש,2818358.36,20845.84586
238519,ירושלים,2813485.273,8797.640002
724161,בני שמעון,2807983.635,21767.315
520395,תל אביב-יפו,2797189.292,25899.90086
542035,תל אביב-יפו,2796694.162,29563.36323
641308,אשדוד,2789199.49,48089.64638
725580,ירושלים,2784564.7,40949.48088
640730,ערד,2779149.176,23875.85203
620369,אשקלון,2773013.988,97641.33761
440586,פתח תקוה,2767483.334,20319.26089
132241,ירושלים,2758906.13,54523.83656
344515,חדרה,2743539.381,46658.83302
247015,עכו,2734630.264,23096.53939
420950,רעננה,2731333.806,73422.95178
460584,ירושלים,2730188.758,11375.78649
560441,ירושלים,2727794.929,31282.05194
141978,ירושלים,2720180.348,23653.74215
544163,תל אביב-יפו,2719519.645,14716.01539
670299,באר שבע,2712839.376,30311.05448
455477,בית שמש,2702948.828,23341.52701
244137,נהריה,2672695.99,80990.78758
188854,ירושלים,2655449.675,12408.64334
620393,ירושלים,2649273.613,103893.0829
442137,ראשון לציון,2629018.206,22242.1168
148064,ירושלים,2627907.842,17780.16131
442442,גן רוה,2627154.608,32676.05234
441063,שדות דן,2617290.455,28635.56296
228569,אעבלין,2602479.122,44716.13612
240721,צפת,2600177.29,22768.62776
448332,לוד,2597512.535,16629.40163
240838,נוף הגליל,2578556.923,24510.99737
716423,ירושלים,2578248.127,46594.84566
412676,ירושלים,2576759.996,4664.663281
441865,פתח תקוה,2564906.33,28754.55527
742312,ירושלים,2554720.3,9323.796715
346932,מטה בנימין,2551477.998,34110.66843
541466,תל אביב-יפו,2534428.678,23954.90244
442699,ביתר עילית,2534162.476,19954.03525
640771,באר שבע,2531233.408,22845.06686
344572,קרית מוצקין,2527997.704,24122.1155
711762,ירושלים,2499034.96,52335.81068
524157,גן יבנה,2497238.538,30830.1054
140434,ירושלים,2481562.263,23907.15089
640466,בית שאן,2480787.887,22552.61715
228445,מג'אר,2480781.66,161089.7182
360503,ירושלים,2471829.751,23631.25957
460733,אלעד,2463211.716,13549.01934
731935,נתניה,2451515.62,114023.9823
560268,מטה בנימין,2438343.68,23046.72665
373357,צפת,2435348.236,19026.1581
160457,ירושלים,2434655.774,32119.46931
732529,פתח תקוה,2432676.57,19618.35944
544627,תל אביב-יפו,2429383.222,12977.47447
140814,ירושלים,2422004.418,7397.692176
477091,ירושלים,2421132.13,24332.98623
560516,בית אל,2397858.758,23450.94139
476986,באר יעקב,2395225.049,16595.09272
729293,ערד,2394611.95,38936.77967
142034,בית שמש,2393296.072,28834.89243
713594,עמק המעיינות,2386643.51,40913.88874
733873,בני ברק,2382974.98,119148.749
442129,אלעד,2381080.81,16674.23537
141333,ירושלים,2371200.543,17282.80279
442020,נתניה,2371005.126,23428.90441
176057,ירושלים,2365193.604,33548.84545
441436,פתח תקוה,2355419.181,24741.79812
185165,ירושלים,2353054.394,14453.65107
541789,קרית אונו,2338060.477,26629.3904
442202,אלעד,2333655.525,20948.4338
560532,אלעד,2332887.36,13239.99637
482307,רחובות,2330282.081,21983.79321
548032,תל אביב-יפו,2325626.414,25114.75609
440669,בית שמש,2317110.836,11547.06397
363879,מודיעין עילית,2313818.516,7345.455605
144196,ביתר עילית,2313688.367,42375.24481
141044,ירושלים,2298476.228,7526.117315
641464,ירושלים,2297880.867,31052.44414
560094,תל אביב-יפו,2297144.564,25868.74509
328179,ירושלים,2282345.968,63752.68067
328161,חיפה,2281376.296,100060.3638
640367,באר שבע,2275493.981,18682.2166
455675,ירושלים,2271416.798,19087.53612
560359,בית שמש,2269228.408,12922.71303
640807,אשדוד,2264472.474,21566.40452
320523,חיפה,2245387.125,111157.7785
441253,ראשון לציון,2244581.832,21513.56389
440933,עמנואל,2237296.961,30647.90357
441816,יבנה,2215955.465,16561.70003
344499,חדרה,2215385.08,14256.01725
225300,כרמיאל,2215265.328,53251.57039
440693,ירושלים,2197048.174,2722.488443
140681,ירושלים,2195291.368,7351.946978
462218,חיפה,2194951.874,15349.3138
723437,צפת,2192228.485,19314.78841
338046,כפר קרע,2192172.374,51947.21266
141473,קרית יערים,2191602.54,16561.22826
460048,ביתר עילית,2191042.984,13262.97206
541797,תל אביב-יפו,2180133.79,21947.6556
440800,פתח תקוה,2171301.275,7325.57785
238048,טמרה,2166010.332,22057.1317
440768,נתניה,2162853.166,7504.695232
711770,רחובות,2152010.246,19300.54033
462200,זבולון,2150529.707,13750.18994
499756,בית שמש,2145898.226,49673.57005
518043,תל אביב-יפו,2143906.06,7208.830061
320531,קרית אתא,2143733.052,88584.01042
560482,כפר כנא,2142808.178,15849.17291
420166,רחובות,2140605.561,26757.56951
541920,חולון,2129335.064,15253.11651
347088,כפר קרע,2125356.841,25422.92872
141093,ירושלים,2119084.735,7519.818081
640896,אשקלון,2108483.646,16294.30947
640474,אשדוד,2105744.346,37380.07715
372946,משהד,2101767.476,20686.68776
176487,ירושלים,2099627.609,28683.43728
340570,חיפה,2089330.112,14409.17318
482125,נס ציונה,2084635.138,17666.39948
141929,ירושלים,2083034.833,16880.34711
733121,נצרת,2076188.15,11863.93229
661884,ירושלים,2067115.76,18622.6645
723486,זבולון,2059957.4,77734.24151
640904,נתיבות,2054846.864,19276.237
733584,עמק יזרעאל,2052742.759,22808.25288
448324,רמלה,2045338.478,14403.7921
240580,עכו,2041412.415,19896.80716
729046,ירושלים,2023472.475,11629.15216
460022,ירושלים,2022747.695,12333.82741
462929,נתיבות,2022522.2,21111.92276
718056,ירושלים,2019566.5,38837.81731
460535,ירושלים,2016088.271,7774.119298
741892,ירושלים,2009485.61,12032.84796
160358,ירושלים,2002301.561,7426.934572
530683,הרצליה,2001866.828,29701.28825
238485,ירושלים,2000975.639,8662.232202
228577,טמרה,1998067.28,81888.00328
731901,ביתר עילית,1993057.42,36908.47074
734863,מנשה,1989890.97,19701.89079
541151,בני ברק,1984735.264,7339.997277
278267,ג'דיידה-מכר,1977443.72,23653.63301
239616,ירושלים,1977383.652,15946.64236
641084,באר שבע,1971424.806,26497.64524
718189,רמת נגב,1956674.203,40482.91455
482265,שומרון,1954413.397,21015.19782
541896,בני ברק,1948403.094,7358.017725
141937,ירושלים,1939146.537,7328.596133
476903,בית שמש,1936262.145,26615.28722
460626,יפיע,1928758.12,22744.78915
441923,פתח תקוה,1928637.072,25178.02966
362574,ירושלים,1923542.728,6949.215059
560581,ירושלים,1920969.66,11785.08994
560136,רמת גן,1920794.24,16250.37428
641274,אשדוד,1916923.912,14999.40463
541805,רמת השרון,1915098.931,24615.66749
442749,קרית אתא,1913987.502,17656.71128
630905,אשדוד,1908309.146,25580.55155
240598,כרמיאל,1903917.473,19957.20622
541854,בני ברק,1895772.816,7589.162593
519363,ירכא,1892408.968,27727.60392
442269,אלעד,1891567.022,19145.4152
441022,רחובות,1885195.97,17886.10977
288134,גני תקוה,1875531.081,30746.41117
541094,ראשון לציון,1869453.578,7365.853341
711648,טבריה,1869076.305,24195.16252
560300,ביתר עילית,1856873.543,11020.02102
560573,בני ברק,1834448.542,16176.7949
541201,בני ברק,1807590.607,7556.81692
362103,מודיעין עילית,1802424.006,30549.55942
455162,הר חברון,1801838.39,23279.56576
338624,ירושלים,1799554.12,54864.45488
170282,ירושלים,1797730.721,33046.52062
441386,רחובות,1796977.184,21702.623
360529,ירושלים,1796365.572,7308.240734
360784,צפת,1794967.471,17667.00267
471995,ירושלים,1792625.418,33196.767
460477,ירושלים,1790284.906,7790.62187
328062,אום אל-פחם,1785211.124,27213.58421
725390,רהט,1779366.68,80880.30364
519223,כרמיאל,1772788.093,35995.69731
461855,ירושלים,1768475.372,18194.19107
330266,קרית ים,1767206.592,30364.37444
460550,ירושלים,1763855.936,7146.904117
430488,כפר סבא,1757322.398,26707.02732
540138,בני ברק,1748591.047,24979.8721
142331,ירושלים,1734876.952,7264.978862
741173,פתח תקוה,1731578.19,19903.19759
729574,נתניה,1719800.52,45257.90842
442251,רעננה,1717242.614,18464.97435
441113,רמלה,1698119.79,14588.65799
660332,ירושלים,1696323.313,25799.59411
644757,קרית מלאכי,1695588.632,20779.27245
476325,רמת השרון,1693798.255,12663.91218
338715,נצרת,1691147.104,20132.70362
719740,אום אל-פחם,1690914.743,130070.3649
238055,מג'אר,1668808.138,22430.2169
713743,בקעת הירדן,1665282.88,34218.14137
372953,ביתר עילית,1664028.305,19576.80359
547042,תל אביב-יפו,1658078.158,15018.82389
420448,כפר סבא,1657117.441,27618.62401
142372,ירושלים,1655530.499,28642.39618
430678,יבנה,1653223.396,31311.04917
615351,נתיבות,1648911.402,15644.3207
241067,מודיעין מכבים רעות,1642099.436,19736.77207
542084,בני ברק,1636285.85,7505.898393
521237,דרום השרון,1635454.753,17972.03026
288084,ירושלים,1630619.629,12322.06269
412197,ירושלים,1629327.278,44517.13875
729871,ירושלים,1620435.275,10420.80563
144410,ירושלים,1616439.771,7553.456872
240358,מגדל העמק,1612065.154,30301.97657
540989,בני ברק,1611592.75,7318.768166
640698,אשדוד,1597986.91,7690.023627
640409,קרית גת,1595963.387,31792.09933
267930,ירושלים,1593466.181,8832.961091
447474,עין מאה'ל,1589565.581,88309.19894
441261,כפר סבא,1588053.696,22686.48136
541086,בני ברק,1584248.496,7072.537928
471037,לוד,1571895.426,28895.13651
191031,מגילות ים המלח,1553913.038,30114.59375
460519,קרית יערים,1549454.863,7449.302225
460543,מודיעין עילית,1547237.65,19437.65892
142232,ביתר עילית,1532926.601,24027.06272
540963,בני ברק,1531592.035,7328.191555
340679,חיפה,1530837.666,7366.880009
508424,חבל יבנה,1516374.245,21740.13254
541730,תל אביב-יפו,1506150.721,19688.24472
530287,תל אביב-יפו,1505039.414,29054.81495
544700,חולון,1504031.851,27445.83669
560243,ירושלים,1501387.577,12942.99635
141614,ירושלים,1500979.655,7504.898276
176909,ירושלים,1498963.435,12147.19153
520858,תל אביב-יפו,1497705.238,45661.74507
460469,מודיעין עילית,1494030.769,17412.94603
733907,בית שמש,1490742.91,15692.03063
442533,נחל שורק,1487044.155,19362.5541
428086,טירה,1481181.252,85125.35931
620146,שפיר,1475188.548,38820.75126
541284,בני ברק,1472129.433,7244.731461
478875,ירושלים,1468534.96,21283.11536
267971,ירושלים,1468339.02,9340.57901
482166,שומרון,1468117.789,22939.34045
422592,מג'ד אל-כרום,1465711.706,35403.6644
520411,בית שמש,1463779.484,31144.24434
641381,שדות נגב עזתה,1459504.253,20327.35729
615369,בני שמעון,1459237.392,20099.68859
177295,ירושלים,1455927.486,16451.15803
141069,ירושלים,1454024.843,7604.732442
522367,קלנסווה,1451736.027,16622.9316
503631,תל אביב-יפו,1448459.96,65245.94414
239897,ירושלים,1446619.124,9179.055355
660266,חוף אשקלון,1443480.905,23132.70681
430629,רחובות,1441028.96,37921.81474
442111,אלעד,1439337.197,15644.96953
544379,בני ברק,1439086.854,7395.102023
361543,מודיעין עילית,1436649.91,7420.712344
729079,בני ברק,1430230.07,7772.989511
560250,בית שמש,1428236.88,26062.71679
360552,בית שמש,1421722.515,6881.52234
420554,טירה,1419668.589,24647.02412
144162,ירושלים,1418789.622,7016.763708
340778,קרית ביאליק,1416114.492,20703.42824
560524,מטה יהודה,1412213.318,30047.09187
344309,חיפה,1410884.832,7191.054188
620096,אשדוד,1405972.77,39942.40824
444786,בני ברק,1403162.241,7511.575167
141143,ירושלים,1401321.814,7485.693452
140921,ירושלים,1400432.775,7457.043531
338079,ירושלים,1398941.816,99924.41543
441964,מודיעין עילית,1394505.136,7232.910457
373142,טבריה,1392714.318,19505.80277
338301,ירושלים,1391273.388,12834.62536
521427,דאלית אל-כרמל,1389437.128,36325.15366
225128,מבואות החרמון,1388387.631,27438.49073
644674,מרחבים,1382683.16,7664.540799
499848,קרית גת,1377950.64,21734.23722
442087,אלעד,1377140.248,6724.317617
590349,תל אביב-יפו,1371818.457,7706.845262
634113,הר חברון,1369475.139,30983.60044
479055,תל אביב-יפו,1364858.717,10553.03131
541219,בני ברק,1359377.427,7645.542337
444505,בני ברק,1352999.84,7313.512651
734855,חיפה,1351829.75,54073.19
641357,אשדוד,1348414.287,7288.725878
560144,בני ברק,1344063.985,7622.291029
478784,ביתר עילית,1337258.702,18901.18307
460261,קצרין,1335330.012,14919.8884
362582,בית שמש,1333904.882,10637.20001
141994,ירושלים,1324160.221,28173.62173
712943,מודיעין עילית,1322944.083,13732.98356
640946,אשקלון,1320448.203,17374.31846
722058,ראשון לציון,1318124.595,7685.857697
141606,ירושלים,1315292.99,7414.278413
741280,ירושלים,1314855,27392.8125
442418,נתניה,1308514.054,25657.13831
725382,קרית מלאכי,1299649.59,33324.34846
338426,זכרון יעקב,1290261.514,16291.18074
144261,ירושלים,1289979.495,7087.799425
473017,נחל שורק,1289770.585,18478.08861
711556,ירושלים,1287586.13,7254.006366
238014,נצרת,1287267.384,28479.36689
603555,שדות דן,1285101.546,43710.93693
717769,בית שמש,1281274.077,16150.51357
131086,מטה יהודה,1277406.929,147393.1072
722066,ביתר עילית,1273310.243,16977.46991
560383,ירושלים,1269224.444,5085.03383
640680,קרית מלאכי,1250265.862,28201.48561
267724,מטה בנימין,1245168.078,21845.054
540609,בני ברק,1238851.698,7480.988516
723502,זבולון,1237150.96,51547.95667
430272,פתח תקוה,1236530.621,38641.5819
523431,ירושלים,1235372.44,61768.622
234013,עכו,1233878.67,24876.5861
740365,סח'נין,1233227.32,9342.631212
715219,ירושלים,1230817.98,43186.59579
541599,בני ברק,1227722.113,19064.00797
722074,בית שמש,1226302.89,19465.12524
476796,ביתר עילית,1221747.993,29798.73152
729111,ירושלים,1208253.945,18033.64097
641142,באר שבע,1208126.219,26263.61346
716605,אלעד,1207035.087,13613.17767
473991,טייבה,1206247.987,150780.9983
347757,ירושלים,1204806.348,9141.171081
550004,אשכול,1204509.935,28175.67099
742163,מגדל העמק,1197626.15,19633.21557
340547,זכרון יעקב,1189463.433,6758.314959
460592,ירושלים,1185056.019,10431.83115
342394,ירושלים,1183201.372,7267.821695
733956,צפת,1162734.38,18753.78032
719724,חדרה,1159632.643,26968.20101
346031,חיפה,1154747.47,9655.079182
520155,ביתר עילית,1151654.686,38646.13041
442772,אבן יהודה,1151112.999,13902.33091
338756,בית שמש,1146761.833,7351.037391
471045,ברנר,1130632.072,23752.77462
416362,פתח תקוה,1127018.082,23094.63282
544270,בני ברק,1125898.262,7189.644074
183269,בית שמש,1122676.132,7376.321496
541912,בני ברק,1120815.146,7373.783855
442038,רחובות,1119270.369,17219.54414
140442,ירושלים,1119025.381,7064.554174
731190,מודיעין עילית,1118476.12,55923.806
541391,בני ברק,1117825.211,7056.97734
160325,ירושלים,1117129.88,12012.14925
228635,נצרת,1105187.517,66311.25101
640938,אשקלון,1099831.692,12385.49203
460006,ירושלים,1099606.743,12668.28045
441154,פתח תקוה,1099446.22,6736.802817
241026,עמק יזרעאל,1096993.386,15716.23763
189092,מודיעין עילית,1094829.525,22808.94843
142315,ירושלים,1086528.532,7545.337031
140673,ירושלים,1085878.351,6846.647862
640219,אופקים,1083651.994,90304.33284
714824,חולון,1081382.68,14418.43573
331058,ירושלים,1081061.926,7004.720902
384198,חדרה,1079594.695,18144.44866
338772,שפרעם,1079236.465,16204.75173
640714,אופקים,1078361.988,7457.551785
660209,שפיר,1071327.655,12370.98909
141200,ירושלים,1067965.799,6568.055344
340646,חיפה,1067157.814,18722.06691
230276,מגדל העמק,1063543.68,27505.44
441956,נתניה,1060182.669,7497.75579
442715,נוף הגליל,1060119.857,23146.72178
361451,בני ברק,1051935.727,7254.729151
478768,בית שמש,1051687.908,15024.11296
238022,שפרעם,1050771.268,24550.73056
710756,סח'נין,1050463.77,18429.18895
359059,ירושלים,1046588.578,21895.15854
644237,ערד,1045914.358,7579.089553
165738,בית שמש,1045542.137,7489.556857
641191,אופקים,1040256.653,20238.45629
741165,זכרון יעקב,1038587.08,51929.354
140749,ירושלים,1037848.802,7217.307387
444513,נחל שורק,1032980.474,7474.533096
484006,רעננה,1030890.814,14317.92797
560565,ביתר עילית,1020911.29,19172.043
176149,תל אביב-יפו,1018959.836,21679.99651
140541,ירושלים,1018332.529,7714.640372
721928,ירושלים,1012972.16,7340.377971
722132,אלעד,1007042.203,6698.728625
362210,בני ברק,1006127.263,7985.13701
641373,אשדוד,1005090.89,7467.242869
640110,דימונה,1004426.447,18463.72146
440305,יהוד נווה אפרים,994520.137,20633.19786
141861,ירושלים,991695.8919,19071.07484
540278,בני ברק,990677.1224,7338.349055
141382,ירושלים,989185.1107,33343.31834
360768,יבנאל,986392.9611,18132.22355
560391,בית שמש,986273.982,7230.747669
541672,בני ברק,986063.3758,7369.681434
615773,אופקים,978698.07,39147.9228
442095,אלעד,973671.6506,7354.015488
366864,ירושלים,973411.4678,7812.291073
729848,פתח תקוה,966613.03,7611.12622
733691,חבל מודיעין,961314.73,12817.52973
430314,ראש העין,960092.0219,28918.43439
160366,ירושלים,957367.6636,7646.706578
541581,תל אביב-יפו,956519.4271,19681.46969
715359,ירושלים,952440.69,9818.976186
141192,ירושלים,950319.5883,7401.242899
141523,ירושלים,947820.7092,7147.969149
288126,ביתר עילית,936105.6475,7512.886417
541631,בני ברק,935062.1278,7626.934158
729095,אלעד,934359.57,11679.49462
442152,אלעד,927813.6169,7458.308817
361469,אשדוד,926061.3229,7189.917103
718924,ירושלים,923908.9833,8799.133175
361865,ירושלים,923325.5891,6074.510454
541573,בני ברק,918553.7382,7492.281715
361667,שפיר,918430.1251,7382.878819
544635,תל אביב-יפו,916405.9373,13884.93844
358648,ירושלים,915761.706,33421.96007
729004,ביתר עילית,914298.92,7463.664653
660282,נתיבות,912869.5475,12090.98738
221945,ירושלים,904164.8225,7547.285664
541334,בני ברק,903623.4449,7370.501182
544346,בני ברק,902478.8157,7325.315062
141135,ירושלים,897703.0244,7298.398572
141580,מודיעין עילית,895327.4254,7326.738342
344127,בני ברק,894369.5905,7259.493429
519603,בית שמש,894122.8875,7298.962347
344168,חדרה,888609.6596,7307.645227
455451,ירושלים,882004.4,6125.030556
230284,צפת,881554.1166,25626.57316
541839,תל אביב-יפו,879438.4316,12745.48452
620468,אשדוד,879401.0735,21985.02684
641431,מרחבים,871048.22,174209.644
460121,מודיעין עילית,868858.8397,7252.577961
340810,רכסים,868762.0242,7362.390035
362194,מודיעין עילית,862236.5925,7245.685651
560474,צפת,860453.2081,16234.96619
346635,ירושלים,853326.9813,7280.946939
741033,הערבה התיכונה,852970.01,37085.65261
715300,ירושלים,852137.1933,7496.808152
640169,אשדוד,851619.7321,7509.874181
141762,ירושלים,850704.9769,7295.926045
519736,מודיעין עילית,844660.0767,6366.784497
542050,בני ברק,844638.8007,7448.31394
714857,תל אביב-יפו,840180.7167,20004.30278
519900,ירושלים,839978.83,7477.55635
641225,אשדוד,837309.832,7344.823088
641456,מטה יהודה,836348.919,22009.18208
728691,מודיעין עילית,835194.02,7662.330459
360826,ביתר עילית,833249.3667,7386.962471
560177,ירושלים,824858.858,7737.887974
,,,
441493,נתניה,820467.3838,7486.016276
541102,בני ברק,817129.3192,7361.525398
338673,אלעד,815405.6044,7293.431166
165472,ירושלים,812225.2576,7562.618786
731174,מודיעין עילית,809521.64,9044.934525
444604,רחובות,796849.2874,7618.062021
541185,בני ברק,795228.3333,7544.860847
741710,מודיעין עילית,790113.36,21354.41514
144246,ירושלים,788739.2888,7554.97403
441485,ראשון לציון,788716.7602,7371.184674
189894,ביתר עילית,787809.8587,7084.621032
560680,ביתר עילית,785727.718,6216.200301
541748,בני ברק,784320.2908,8256.003061
544239,בני ברק,783410.1471,7019.804185
544031,תל אביב-יפו,778773.6899,18027.16875
142018,ירושלים,774996.3636,7032.634878
728857,ירושלים,772010.385,7352.479857
240788,טבריה,771477.7613,7418.055397
715318,אלעד,766454.3967,7253.51164
240424,חצור הגלילית,765514.2054,7609.485143
360545,ירושלים,763658.6964,7428.586541
729558,חיפה,760861.98,16188.55277
185140,ירושלים,760429.6393,7855.678092
728725,אשדוד,759750.72,7448.536471
360834,ביתר עילית,754228.7409,7423.511229
541243,בני ברק,752370.0418,7493.725516
541847,בני ברק,751094.778,7711.44536
244400,צפת,749587.5951,14602.35575
499566,ירושלים,748872.2073,7538.981953
560706,ירושלים,743047.925,7582.121684
362632,ביתר עילית,733113.3853,6968.758415
338434,ירושלים,732904.4863,7897.677654
